ID	Label	Bipartito
86	Uebelmannia pectinifera	0
87	Vicugna vicugna	0
88	cloth	1
89	Speothos venaticus	0
90	Callimico goeldii	0
91	Leontopithecus chrysomelas	0
92	Leontopithecus rosalia	0
93	Saguinus oedipus	0
94	Cercopithecus diana	0
95	Macaca silenus	0
96	Macaca sylvanus	0
97	Mandrillus sphinx	0
98	Pygathrix cinerea	0
99	Pygathrix nemaeus	0
100	Pygathrix nigripes	0
101	Rhinopithecus avunculus	0
102	Semnopithecus entellus	0
103	Rucervus duvaucelii	0
104	Rucervus eldii	0
105	Microcebus berthae	0
106	Microcebus lehilahytsara	0
107	Microcebus murinus	0
108	Microcebus ravelobensis	0
109	Microcebus rufus	0
110	Microcebus sambiranensis	0
111	Microcebus tavaratra	0
112	Caretta caretta	0
113	carapaces	1
114	Chelonia mydas	0
115	Cheloniidae spp.	0
116	scales	1
117	shells	1
118	Eretmochelys imbricata	0
119	skin pieces	1
120	Lepidochelys olivacea	0
121	Natator depressus	0
122	Caloenas nicobarica	0
123	Saussurea costus	0
124	extract	1
125	roots	1
126	powder	1
127	medicine	1
128	oil	1
129	Mitu mitu	0
130	feathers	1
131	Crocodylus acutus	0
132	leather products (large)	1
133	Crocodylus moreletii	0
134	Crocodylus niloticus	0
135	Crocodylus palustris	0
136	Crocodylus porosus	0
137	Crocodylus siamensis	0
138	Osteolaemus tetraspis	0
139	Dugong dugon	0
140	Elephantidae spp.	0
141	ivory carvings	1
142	piano keys	1
143	ivory pieces	1
144	tusks	1
145	Elephas maximus	0
146	feet	1
147	Loxodonta spp.	0
148	Loxodonta africana	0
149	jewellery - ivory 	1
150	hair	1
151	tails	1
152	unspecified	1
153	Glyptemys muhlenbergii	0
154	Equus africanus	0
155	Equus hemionus	0
156	Equus przewalskii	0
157	Euphorbia ambovombensis	0
158	dried plants	1
159	Euphorbia cylindrifolia	0
160	Euphorbia decaryi	0
161	Euphorbia francoisii	0
162	Euphorbia moratii	0
163	Falco hybrid	0
164	Falco jugger	0
165	Falco newtoni	0
166	Falco pelegrinoides	0
167	Falco pelegrinoides babylonicus	0
168	Falco peregrinus	0
169	Falco peregrinus peregrinus	0
170	Falco rusticolus	0
171	Acinonyx jubatus	0
172	fur product (small)	1
173	Leopardus geoffroyi	0
174	Leopardus pardalis	0
175	Lynx pardinus	0
176	Neofelis nebulosa	0
177	Panthera spp.	0
178	Panthera leo	0
179	claws	1
180	Panthera onca	0
181	Panthera pardus	0
182	rug	1
183	Panthera tigris	0
184	Panthera uncia	0
185	Carduelis cucullata	0
186	Gavialis gangeticus	0
187	Lygodactylus williamsi	0
188	Grus japonensis	0
189	Grus nigricollis	0
190	Grus vipio	0
191	Gorilla gorilla	0
192	Pan paniscus	0
193	Pan troglodytes	0
194	Pongo abelii	0
195	Pongo pygmaeus	0
196	Hylobates lar	0
197	Hylobates pileatus	0
198	Nomascus annamensis	0
199	Nomascus gabriellae	0
200	Nomascus siki	0
201	Symphalangus syndactylus	0
202	Brachylophus bulabula	0
203	Brachylophus fasciatus	0
204	Cyclura cornuta	0
205	Cyclura lewisi	0
206	Propithecus verreauxi	0
207	Dalbergia spp.	0
208	wood product	1
209	Dalbergia nigra	0
210	sawn wood	1
211	veneer	1
212	Leguminosae spp.	0
213	Eulemur spp.	0
214	Eulemur albifrons	0
215	Eulemur fulvus	0
216	Eulemur macaco	0
217	Eulemur rufus	0
218	Lemur catta	0
219	Varecia rubra	0
220	Varecia variegata	0
221	Lepilemur edwardsi	0
222	Aloe bellatula	0
223	Aloe haworthioides	0
224	Aloe pillansii	0
225	Aloe polyphylla	0
226	Aloe rauhii	0
227	Nycticebus spp.	0
228	hair products	1
229	Nycticebus bengalensis	0
230	Nycticebus pygmaeus	0
231	Manis gigantea	0
232	Manis javanica	0
233	Manis tricuspis	0
234	Macrocephalon maleo	0
235	Lutra lutra	0
236	Pteronura brasiliensis	0
237	Nepenthes hybrid	0
238	Nepenthes rajah	0
239	Aerangis ellisii	0
240	Cattleya jongheana	0
241	Dendrobium cruentum	0
242	Mexipedium xerophyticum	0
243	Orchidaceae hybrid	0
244	Paphiopedilum spp.	0
245	Paphiopedilum acmodontum	0
246	Paphiopedilum adductum	0
247	Paphiopedilum appletonianum	0
248	Paphiopedilum armeniacum	0
249	Paphiopedilum barbatum	0
250	Paphiopedilum barbigerum	0
251	Paphiopedilum bellatulum	0
252	Paphiopedilum callosum	0
253	Paphiopedilum charlesworthii	0
254	Paphiopedilum concolor	0
255	Paphiopedilum dayanum	0
256	Paphiopedilum delenatii	0
257	Paphiopedilum dianthum	0
258	Paphiopedilum druryi	0
259	Paphiopedilum emersonii	0
260	Paphiopedilum exul	0
261	Paphiopedilum fairrieanum	0
262	Paphiopedilum gigantifolium	0
263	Paphiopedilum glanduliferum	0
264	Paphiopedilum glaucophyllum	0
265	Paphiopedilum godefroyae	0
266	Paphiopedilum gratrixianum	0
267	Paphiopedilum hangianum	0
268	Paphiopedilum haynaldianum	0
269	Paphiopedilum helenae	0
270	Paphiopedilum hennisianum	0
271	Paphiopedilum henryanum	0
272	Paphiopedilum hirsutissimum	0
273	Paphiopedilum hookerae	0
274	Paphiopedilum hybrid	0
275	Paphiopedilum insigne	0
276	Paphiopedilum javanicum	0
277	Paphiopedilum kolopakingii	0
278	Paphiopedilum lawrenceanum	0
279	Paphiopedilum liemianum	0
280	Paphiopedilum lowii	0
281	Paphiopedilum malipoense	0
282	Paphiopedilum mastersianum	0
283	Paphiopedilum micranthum	0
284	Paphiopedilum niveum	0
285	Paphiopedilum papuanum	0
286	Paphiopedilum parishii	0
287	Paphiopedilum philippinense	0
288	Paphiopedilum primulinum	0
289	Paphiopedilum purpuratum	0
290	Paphiopedilum randsii	0
291	Paphiopedilum rothschildianum	0
292	Paphiopedilum sanderianum	0
293	Paphiopedilum sangii	0
294	Paphiopedilum spicerianum	0
295	Paphiopedilum stonei	0
296	Paphiopedilum sukhakulii	0
297	Paphiopedilum supardii	0
298	Paphiopedilum superbiens	0
299	Paphiopedilum thaianum	0
300	Paphiopedilum tigrinum	0
301	Paphiopedilum tonsum	0
302	Paphiopedilum tranlienianum	0
303	Paphiopedilum urbanianum	0
304	Paphiopedilum venustum	0
305	Paphiopedilum vietnamense	0
306	Paphiopedilum villosum	0
307	Paphiopedilum violascens	0
308	Paphiopedilum wardii	0
309	Paphiopedilum wilhelminae	0
310	Peristeria elata	0
311	Phragmipedium andreettae	0
312	Phragmipedium besseae	0
313	Phragmipedium boissierianum	0
314	Phragmipedium caricinum	0
315	Phragmipedium caudatum	0
316	Phragmipedium dalessandroi	0
317	Phragmipedium fischeri	0
318	Phragmipedium hirtzii	0
319	Phragmipedium hybrid	0
320	Phragmipedium klotzschianum	0
321	Phragmipedium kovachii	0
322	Phragmipedium lindenii	0
323	Phragmipedium longifolium	0
324	Phragmipedium pearcei	0
325	Phragmipedium richteri	0
326	Phragmipedium sargentianum	0
327	Phragmipedium schlimii	0
328	Phragmipedium vittatum	0
329	Phragmipedium warszewiczianum	0
330	Renanthera imschootiana	0
331	Scleropages formosus	0
332	Chlamydotis macqueenii	0
333	Chlamydotis undulata	0
334	Ornithoptera alexandrae	0
335	Catreus wallichii	0
336	Crossoptilon crossoptilon	0
337	Crossoptilon mantchuricum	0
338	Lophophorus impejanus	0
339	Lophura edwardsi	0
340	Lophura swinhoii	0
341	Polyplectron napoleonis	0
342	Syrmaticus ellioti	0
343	Syrmaticus mikado	0
344	Tragopan melanocephalus	0
345	Neophocaena phocaenoides	0
346	Physeter macrocephalus	0
347	teeth	1
348	bone carvings	1
349	Platysternon megacephalum	0
350	Bettongia penicillata	0
351	Pristidae spp.	0
352	Pristis pristis	0
353	sawfish rostrum	1
354	Pristis zijsron	0
355	bone pieces	1
356	Amazona spp.	0
357	Amazona arausiaca	0
358	Amazona auropalliata	0
359	Amazona barbadensis	0
360	Amazona brasiliensis	0
361	Amazona finschi	0
362	Amazona imperialis	0
363	Amazona leucocephala	0
364	Amazona oratrix	0
365	Amazona pretrei	0
366	Amazona vinacea	0
367	Amazona viridigenalis	0
368	Anodorhynchus hyacinthinus	0
369	Anodorhynchus leari	0
370	Ara ambiguus	0
371	Ara glaucogularis	0
372	Ara hybrid	0
373	Ara macao	0
374	Ara militaris	0
375	Ara rubrogenys	0
376	Cyanopsitta spixii	0
377	Cyanoramphus novaezelandiae	0
378	Eunymphicus cornutus	0
379	Guarouba guarouba	0
380	Pionopsitta pileata	0
381	Primolius couloni	0
382	Primolius maracana	0
383	Psephotus dissimilis	0
384	Psittacus erithacus	0
385	Psittacus erithacus timneh	0
386	Pyrrhura cruentata	0
387	Strigops habroptila	0
388	Pteropus tonganus	0
389	Python molurus molurus	0
390	Ceratotherium spp.	0
391	Ceratotherium simum	0
392	Ceratotherium simum cottoni	0
393	horn carvings	1
394	Ceratotherium simum simum	0
395	Dicerorhinus sumatrensis	0
396	Diceros bicornis	0
397	Rhinoceros spp.	0
398	Rhinocerotidae spp.	0
399	horns	1
400	Spheniscus humboldti	0
401	Stangeria eriopus	0
402	Struthio camelus	0
403	Leucopsar rothschildi	0
404	Babyrousa babyrussa	0
405	Tapirus indicus	0
406	Astrochelys radiata	0
407	Chelonoidis niger	0
408	Geochelone platynota	0
409	Testudinidae spp.	0
410	Testudo kleinmanni	0
411	Geronticus eremita	0
412	Trichechus senegalensis	0
413	Epioblasma florentina	0
414	Ailuropoda melanoleuca	0
415	Helarctos malayanus	0
416	Melursus ursinus	0
417	Ursus arctos	0
418	Ursus thibetanus	0
419	Varanus komodoensis	0
420	Shinisaurus crocodilurus	0
421	Ceratozamia hildae	0
422	Ceratozamia miqueliana	0
423	Encephalartos altensteinii	0
424	Encephalartos aplanatus	0
425	Encephalartos barteri	0
426	Encephalartos caffer	0
427	Encephalartos cycadifolius	0
428	Encephalartos dyerianus	0
429	Encephalartos eugene-maraisii	0
430	Encephalartos ferox	0
431	Encephalartos friderici-guilielmi	0
432	Encephalartos ghellinckii	0
433	Encephalartos gratus	0
434	Encephalartos hildebrandtii	0
435	Encephalartos horridus	0
436	Encephalartos lanatus	0
437	Encephalartos laurentianus	0
438	Encephalartos lebomboensis	0
439	Encephalartos lehmannii	0
440	Encephalartos longifolius	0
441	Encephalartos manikensis	0
442	Encephalartos middelburgensis	0
443	Encephalartos munchii	0
444	Encephalartos natalensis	0
445	Encephalartos ngoyanus	0
446	Encephalartos nubimontanus	0
447	Encephalartos paucidentatus	0
448	Encephalartos princeps	0
449	Encephalartos schmitzii	0
450	Encephalartos senticosus	0
451	Encephalartos transvenosus	0
452	Encephalartos trispinosus	0
453	Encephalartos villosus	0
454	Cetacea spp.	0
455	Crocodylia spp.	0
456	Elasmobranchii	0
457	Falconiformes spp.	0
458	Pelophilus spp.	0
459	Testudines spp.	0
460	Accipiter bicolor	0
461	Accipiter fasciatus	0
462	Accipiter gentilis	0
463	Accipiter hybrid	0
464	Accipiter nisus	0
465	Accipiter tachiro	0
466	Aegypius monachus	0
467	Aquila chrysaetos	0
468	Aquila clanga	0
469	Aquila nipalensis	0
470	Aquila rapax	0
471	Buteo buteo	0
472	Buteogallus anthracinus	0
473	Buteo jamaicensis	0
474	Buteo polyosoma	0
475	Buteo rufinus	0
476	Circus aeruginosus	0
477	Circus melanoleucos	0
478	Geranoaetus melanoleucus	0
479	Gypaetus barbatus	0
480	eggs (live)	1
481	Gyps africanus	0
482	Gyps fulvus	0
483	Gyps himalayensis	0
484	Haliaeetus leucocephalus	0
485	Haliaeetus leucogaster	0
486	Haliaeetus leucoryphus	0
487	Haliaeetus pelagicus	0
488	Hieraaetus spilogaster	0
489	Leucopternis albicollis	0
490	Milvus migrans	0
491	Milvus milvus	0
492	Parabuteo unicinctus	0
493	Polemaetus bellicosus	0
494	Sarcogyps calvus	0
495	Spizaetus africanus	0
496	Stephanoaetus coronatus	0
497	Acipenser baerii	0
498	caviar	1
499	cosmetics	1
500	swim bladders	1
501	fingerlings	1
502	Acipenser baerii x gueldenstaedtii	0
503	Acipenser baerii x naccarii	0
504	Acipenser gueldenstaedtii	0
505	Acipenser gueldenstaedtii x baerii	0
506	Acipenser hybrid	0
507	Acipenseridae hybrid	0
508	Acipenser naccarii	0
509	Acipenser nudiventris	0
510	Acipenser oxyrinchus	0
511	Acipenser persicus	0
512	Acipenser ruthenus	0
513	Acipenser schrenckii	0
514	Acipenser stellatus	0
515	Acipenser transmontanus	0
516	Huso dauricus	0
517	Huso dauricus x acipenser schrenckii	0
518	Huso huso	0
519	Huso huso x acipenser baerii	0
520	Acropora spp.	0
521	raw corals	1
522	Acropora cervicornis	0
523	Acropora digitifera	0
524	Acropora echinata	0
525	Acropora florida	0
526	Acropora horrida	0
527	Acropora humilis	0
528	Acropora hyacinthus	0
529	Acropora latistella	0
530	Acropora millepora	0
531	Acropora nasuta	0
532	Acropora nobilis	0
533	Acropora palifera	0
534	Acropora palmata	0
535	Acropora tenuis	0
536	Astreopora spp.	0
537	Montipora spp.	0
538	Montipora australiensis	0
539	Montipora digitata	0
540	Montipora mollis	0
541	Saara loricata	0
542	Uromastyx spp.	0
543	Uromastyx acanthinura	0
544	Uromastyx aegyptia	0
545	Uromastyx benti	0
546	Uromastyx dispar	0
547	Uromastyx geyri	0
548	Uromastyx macfadyeni	0
549	Uromastyx nigriventris	0
550	Uromastyx ocellata	0
551	Uromastyx ornata	0
552	Uromastyx princeps	0
553	Uromastyx thomasi	0
554	Agaricia spp.	0
555	Leptoseris spp.	0
556	Pachyseris spp.	0
557	Pachyseris rugosa	0
558	Pavona spp.	0
559	Pavona cactus	0
560	Pavona maldivensis	0
561	Agave victoriae-reginae	0
562	Alligator mississippiensis	0
563	sides	1
564	Caiman crocodilus	0
565	Caiman crocodilus crocodilus	0
566	Caiman crocodilus fuscus	0
567	Caiman crocodilus yacare	0
568	Melanosuchus niger	0
569	Paleosuchus palpebrosus	0
570	Paleosuchus trigonatus	0
571	Alopias spp.	0
572	Alopias vulpinus	0
573	Galanthus spp.	0
574	Galanthus elwesii	0
575	Galanthus hybrid	0
576	Galanthus ikariae	0
577	Galanthus nivalis	0
578	Galanthus nivalis "flore pleno"	0
579	Galanthus woronowii	0
580	Sternbergia lutea	0
581	Ambystoma mexicanum	0
582	Operculicarya decaryi	0
583	Operculicarya hyphaenoides	0
584	Operculicarya pachypus	0
585	Anas bernieri	0
586	Anas formosa	0
587	Branta ruficollis	0
588	Coscoroba coscoroba	0
589	Cygnus melancoryphus	0
590	Oxyura leucocephala	0
591	Abronia graminea	0
592	Abronia lythrochila	0
593	Anguilla anguilla	0
594	Antipathes spp.	0
595	Aotus azarae	0
596	Aotus hershkovitzi	0
597	Aotus lemurinus	0
598	Aotus nancymaae	0
599	Hoodia gordonii	0
600	Hoodia parviflora	0
601	Pachypodium bispinosum	0
602	Pachypodium brevicaule	0
603	Pachypodium densiflorum	0
604	Pachypodium enigmaticum	0
605	Pachypodium lamerei	0
606	Pachypodium lealii	0
607	Pachypodium namaquanum	0
608	Pachypodium rosulatum	0
609	Pachypodium succulentum	0
610	Rauvolfia serpentina	0
611	Panax quinquefolius	0
612	Arapaima gigas	0
613	Allobates spp.	0
614	Beaucarnea guatemalensis	0
615	Beaucarnea recurvata	0
616	Asphodelaceae hybrid spp.	0
617	Stylocoeniella spp.	0
618	Ateles geoffroyi	0
619	Ateles hybridus	0
620	Lagothrix cana	0
621	Lagothrix lagotricha	0
622	Balaeniceps rex	0
623	Podophyllum hexandrum	0
624	Boa constrictor	0
625	Calabaria reinhardtii	0
626	Candoia aspera	0
627	Candoia carinata	0
628	Candoia paulsoni	0
629	Charina bottae	0
630	Corallus batesii	0
631	Corallus caninus	0
632	Corallus hortulanus	0
633	Epicrates alvarezi	0
634	Epicrates angulifer	0
635	Epicrates cenchria	0
636	Epicrates cenchria cenchria	0
637	Epicrates maurus	0
638	Epicrates striatus	0
639	Eunectes hybrid	0
640	Eunectes murinus	0
641	Eunectes notaeus	0
642	Gongylophis colubrinus	0
643	Gongylophis conicus	0
644	Gongylophis muelleri	0
645	Lichanura trivirgata	0
646	Ammotragus lervia	0
647	Budorcas taxicolor	0
648	Capra caucasica	0
649	Cephalophus dorsalis	0
650	Cephalophus silvicultor	0
651	Damaliscus pygargus	0
652	Damaliscus pygargus pygargus	0
653	Kobus leche	0
654	Ovis ammon	0
655	Ovis aries	0
656	Ovis bochariensis	0
657	Ovis canadensis	0
658	Ovis darwini	0
659	Ovis polii	0
660	Philantomba monticola	0
661	Saiga borealis	0
662	Saiga tatarica	0
663	Tillandsia harrisii	0
664	Tillandsia xerographica	0
665	Anthracoceros albirostris	0
666	Buceros spp.	0
667	Buceros hydrocorax	0
668	Buceros rhinoceros	0
669	Penelopides panini	0
670	Rhyticeros plicatus	0
671	Cacatua alba	0
672	Cacatua ducorpsii	0
673	Cacatua galerita	0
674	Cacatua leadbeateri	0
675	Cacatua sanguinea	0
676	Cacatua tenuirostris	0
677	Cacatuidae hybrid spp.	0
678	Callocephalon fimbriatum	0
679	Calyptorhynchus banksii	0
680	Calyptorhynchus baudinii	0
681	Calyptorhynchus funereus	0
682	Calyptorhynchus lathami	0
683	Calyptorhynchus latirostris	0
684	Eolophus roseicapilla	0
685	Armatocereus spp.	0
686	Armatocereus cartwrightianus	0
687	Astrophytum spp.	0
688	Astrophytum capricorne	0
689	Astrophytum caput-medusae	0
690	Astrophytum myriostigma	0
691	Astrophytum ornatum	0
692	Austrocylindropuntia cylindrica	0
693	Austrocylindropuntia subulata	0
694	Borzicactus acanthurus	0
695	Cactaceae spp.	0
696	Cereus spp.	0
697	Cereus albicaulis	0
698	Cereus hildmannianus	0
699	Cereus jamacaru	0
700	Cereus repandus	0
701	stems	1
702	Cleistocactus spp.	0
703	Cleistocactus ayopayanus	0
704	Cleistocactus baumannii	0
705	Cleistocactus strausii	0
706	Cleistocactus winteri	0
707	Coleocephalocereus aureus	0
708	Consolea spp.	0
709	Consolea macracantha	0
710	Consolea moniliformis	0
711	Copiapoa spp.	0
712	Copiapoa calderana	0
713	Copiapoa cinerea	0
714	Copiapoa coquimbana	0
715	Copiapoa humilis	0
716	Copiapoa hypogaea	0
717	Copiapoa krainziana	0
718	Copiapoa marginata	0
719	Copiapoa megarhiza	0
720	Copiapoa montana	0
721	Copiapoa solaris	0
722	Cumulopuntia subterranea	0
723	Cylindropuntia hystrix	0
724	Dendrocereus nudiflorus	0
725	Denmoza rhodacantha	0
726	Disocactus spp.	0
727	Disocactus anguliger	0
728	Disocactus crenatus	0
729	Echinocactus grusonii	0
730	Echinocactus horizonthalonius	0
731	Echinocactus platyacanthus	0
732	Echinocereus adustus	0
733	Echinocereus pectinatus	0
734	Echinocereus reichenbachii	0
735	Echinopsis spp.	0
736	Echinopsis albispinosa	0
737	Echinopsis ancistrophora	0
738	Echinopsis angelesiae	0
739	Echinopsis atacamensis	0
740	Echinopsis backebergii	0
741	Echinopsis chamaecereus	0
742	Echinopsis chiloensis	0
743	Echinopsis cinnabarina	0
744	Echinopsis haematantha	0
745	Echinopsis hybrid	0
746	Echinopsis leucantha	0
747	Echinopsis pachanoi	0
748	Echinopsis pentlandii	0
749	Echinopsis rhodotricha	0
750	Echinopsis spiniflora	0
751	Echinopsis terscheckii	0
752	Echinopsis thionantha	0
753	Epiphyllum spp.	0
754	Epiphyllum oxypetalum	0
755	Eriosyce spp.	0
756	Eriosyce aurata	0
757	Eriosyce crispa	0
758	Eriosyce napina	0
759	Eriosyce taltalensis	0
760	Eriosyce villosa	0
761	Escobaria vivipara	0
762	Espostoa guentheri	0
763	Espostoa lanata	0
764	Espostoa melanostele	0
765	Espostoopsis dybowskii	0
766	Eulychnia acida	0
767	timber	1
768	Ferocactus spp.	0
769	Ferocactus alamosanus	0
770	Ferocactus emoryi	0
771	Ferocactus glaucescens	0
772	Ferocactus gracilis	0
773	Ferocactus histrix	0
774	Ferocactus peninsulae	0
775	Ferocactus pilosus	0
776	Ferocactus schwarzii	0
777	Ferocactus viridescens	0
778	Frailea pygmaea	0
779	Gymnocalycium spp.	0
780	Gymnocalycium amerhauseri	0
781	Gymnocalycium andreae	0
782	Gymnocalycium anisitsii	0
783	Gymnocalycium baldianum	0
784	Gymnocalycium berchtii	0
785	Gymnocalycium bruchii	0
786	Gymnocalycium capillaense	0
787	Gymnocalycium castellanosii	0
788	Gymnocalycium eurypleurum	0
789	Gymnocalycium horstii	0
790	Gymnocalycium kieslingii	0
791	Gymnocalycium mihanovichii	0
792	Gymnocalycium mostii	0
793	Gymnocalycium neuhuberi	0
794	Gymnocalycium paediophilum	0
795	Gymnocalycium pflanzii	0
796	Gymnocalycium quehlianum	0
797	Gymnocalycium ragonesei	0
798	Gymnocalycium saglionis	0
799	Gymnocalycium spegazzinii	0
800	Harrisia earlei	0
801	Harrisia eriophora	0
802	Harrisia gracilis	0
803	Hylocereus triangularis	0
804	Leptocereus arboreus	0
805	Leptocereus assurgens	0
806	Leptocereus carinatus	0
807	Leptocereus scopulophilus	0
808	Leptocereus sylvestris	0
809	Leptocereus wrightii	0
810	Mammillaria spp.	0
811	Mammillaria albicans	0
812	Mammillaria backebergiana	0
813	Mammillaria bocasana	0
814	Mammillaria bombycina	0
815	Mammillaria elongata	0
816	Mammillaria fittkaui	0
817	Mammillaria grusonii	0
818	Mammillaria hahniana	0
819	Mammillaria hernandezii	0
820	Mammillaria karwinskiana	0
821	Mammillaria longimamma	0
822	Mammillaria luethyi	0
823	Mammillaria matudae	0
824	Mammillaria plumosa	0
825	Mammillaria prolifera	0
826	Mammillaria rhodantha	0
827	Mammillaria schiedeana	0
828	Mammillaria senilis	0
829	Mammillaria spinosissima	0
830	Mammillaria standleyi	0
831	Mammillaria vetula	0
832	Mammillaria zeilmanniana	0
833	Matucana aurantiaca	0
834	Matucana madisoniorum	0
835	Melocactus azureus	0
836	Melocactus curvispinus	0
837	Melocactus harlowii	0
838	Melocactus intortus	0
839	Melocactus matanzanus	0
840	Melocactus neryi	0
841	Melocactus oreas	0
842	Myrtillocactus geometrizans	0
843	Neoraimondia herzogiana	0
844	Nyctocereus serpentinus	0
845	Opuntia spp.	0
846	Opuntia aciculata	0
847	Opuntia basilaris	0
848	Opuntia ficus-indica	0
849	Opuntia humifusa	0
850	Opuntia hybrid	0
851	Opuntia leucotricha	0
852	Opuntia macrocentra	0
853	Opuntia microdasys	0
854	Opuntia monacantha	0
855	Opuntia phaeacantha	0
856	Opuntia polyacantha	0
857	Opuntia stricta	0
858	Opuntia triacantha	0
859	Oreocereus celsianus	0
860	Oreocereus hempelianus	0
861	Oreocereus trollii	0
862	Ortegocactus macdougallii	0
863	Pachycereus aragonii	0
864	Pachycereus marginatus	0
865	Pachycereus pecten-aboriginum	0
866	Pachycereus pringlei	0
867	Parodia spp.	0
868	Parodia alacriportana	0
869	Parodia comarapana	0
870	Parodia leninghausii	0
871	Parodia magnifica	0
872	Parodia mammulosa	0
873	Parodia penicillata	0
874	Parodia schumanniana	0
875	Parodia scopa	0
876	Parodia warasii	0
877	Pfeiffera boliviana	0
878	Pilosocereus spp.	0
879	Pilosocereus albisummus	0
880	Pilosocereus azulensis	0
881	Pilosocereus chrysostele	0
882	Pilosocereus gounellei	0
883	Pilosocereus pachycladus	0
884	Polaskia chende	0
885	Polaskia chichipe	0
886	Pseudorhipsalis acuminata	0
887	Pseudorhipsalis ramulosa	0
888	Puna spp.	0
889	Punotia lagopus	0
890	Pygmaeocereus bieblii	0
891	Rebutia spp.	0
892	Rebutia albipectinata	0
893	Rebutia arenacea	0
894	Rebutia canigueralii	0
895	Rebutia fidana	0
896	Rebutia heliosa	0
897	Rebutia minuscula	0
898	Rebutia pulvinosa	0
899	Rebutia pygmaea	0
900	Rhipsalis baccifera	0
901	Rhipsalis burchellii	0
902	Rhipsalis cereuscula	0
903	Rhipsalis clavata	0
904	Rhipsalis ewaldiana	0
905	Rhipsalis mesembryanthemoides	0
906	Rhipsalis pilocarpa	0
907	Rhipsalis pulchra	0
908	Rhipsalis teres	0
909	Schlumbergera truncata	0
910	Selenicereus grandiflorus	0
911	Selenicereus pteranthus	0
912	Selenicereus testudo	0
913	Stenocactus spp.	0
914	Stenocactus multicostatus	0
915	Stenocactus phyllacanthus	0
916	Stenocereus pruinosus	0
917	Stetsonia coryne	0
918	Tephrocactus alexanderi	0
919	Thelocactus hexaedrophorus	0
920	Thelocactus tulensis	0
921	Weberbauerocereus winterianus	0
922	Lama guanicoe	0
923	fibres	1
924	Canis lupus	0
925	fur products (large)	1
926	Chrysocyon brachyurus	0
927	Cuon alpinus	0
928	Lycalopex griseus	0
929	plates	1
930	Lycalopex gymnocercus	0
931	Vulpes zerda	0
932	Carcharhinus falciformis	0
933	Carcharhinus longimanus	0
934	Catalaphyllia jardinei	0
935	Euphyllia spp.	0
936	Euphyllia ancora	0
937	Euphyllia cristata	0
938	Euphyllia divisa	0
939	Euphyllia fimbriata	0
940	Euphyllia glabrescens	0
941	Euphyllia paraancora	0
942	Euphyllia paradivisa	0
943	Euphyllia yaeyamaensis	0
944	Lophelia pertusa	0
945	Paraconotrochus antarctica	0
946	Physogyra spp.	0
947	Physogyra lichtensteini	0
948	Plerogyra spp.	0
949	Plerogyra simplex	0
950	Plerogyra sinuosa	0
951	Plerogyra turbida	0
952	Callithrix argentata	0
953	Callithrix geoffroyi	0
954	Callithrix jacchus	0
955	Callithrix penicillata	0
956	Callithrix pygmaea	0
