Source	Target	Weight
7	11	18
7	68	22
7	127	3
7	58	1
7	13	4
7	110	2
7	71	24
7	6	7
7	126	44
7	12	16
7	22	52
7	5	4
7	81	1
7	44	13
7	23	1
7	148	6
7	48	3
7	21	1
7	29	5
7	56	3
7	52	44
7	16	2
7	88	5
7	173	5
7	144	2
7	50	4
7	166	3
7	27	2
7	40	3
7	47	3
7	14	1
7	37	180
7	84	5
7	55	1
7	33	1
7	128	1
7	99	2
7	147	1
7	36	1
7	59	1
8	58	1
8	33	18
8	126	7
8	9	4
8	7	1
8	6	2
8	71	1
8	23	2
8	17	2
8	22	4
8	13	1
9	10	1
9	20	134
9	48	6
9	31	30
9	58	7
9	45	1
9	110	14
9	71	10
9	126	22
9	12	11
9	22	15
9	13	5
9	150	2
9	68	32
9	82	8
9	37	98
9	11	4
9	34	37
9	52	79
9	84	14
9	164	17
9	173	28
9	51	86
9	60	16
9	148	1
9	6	5
9	59	2
9	50	3
9	69	4
9	190	1
9	38	7
9	128	12
9	160	4
9	30	3
9	117	35
9	91	10
9	80	1
9	61	1
9	153	2
9	36	62
9	27	1
9	29	8
9	112	12
9	94	2
9	195	2
9	167	1
9	119	1
9	89	1
9	129	2
9	90	1
9	151	1
9	99	29
9	5	1
9	49	2
9	136	1
9	108	4
10	23	8
10	20	98
10	1	37
10	36	2
10	32	51
10	6	3
10	35	10
10	9	46
10	34	12
10	5	1
10	17	4
10	33	28
10	7	1
10	11	2
10	27	11
10	50	2
10	112	2
10	69	1
10	129	2
10	61	1
10	84	1
10	82	1
10	12	1
10	49	1
10	22	1
11	12	3
11	17	20
11	35	22
11	6	37
11	20	75
11	7	21
11	23	62
11	32	62
11	9	22
11	56	2
11	5	9
11	1	22
11	44	49
11	31	4
11	34	12
11	21	1
11	13	2
11	174	5
11	62	1
11	22	19
11	117	2
11	63	1
11	52	57
11	55	1
11	33	5
11	136	15
11	112	11
11	59	5
11	178	6
11	173	17
11	160	5
11	51	4
11	68	9
11	126	1
11	43	1
11	71	3
11	47	3
11	60	3
11	37	111
11	84	1
11	164	17
11	4	1
11	80	5
11	91	4
11	99	24
11	110	1
11	142	1
11	90	1
11	98	1
11	8	1
11	48	1
12	18	1
12	20	76
12	23	34
12	5	2
12	7	7
12	17	11
12	31	4
12	32	9
12	9	11
12	1	7
12	11	13
12	22	11
12	68	8
12	6	6
12	35	1
12	33	10
12	44	3
12	127	2
12	149	1
12	86	2
12	143	4
12	53	1
12	112	1
12	71	2
12	126	3
12	51	10
12	34	1
12	115	1
12	37	20
12	52	1
12	13	1
13	14	67
13	37	282
13	20	90
13	77	2
13	43	5
13	31	28
13	5	1
13	23	8
13	6	4
13	1	9
13	34	20
13	126	46
13	71	12
13	9	1
13	26	27
13	36	39
13	53	1
13	32	1
13	79	2
13	52	58
13	39	3
13	72	3
13	138	2
13	38	10
13	148	3
13	110	5
13	19	2
13	27	9
13	16	8
13	50	2
13	22	17
13	62	4
13	144	1
13	68	27
13	160	3
13	136	9
13	51	11
13	194	5
13	117	3
13	115	1
13	61	1
13	153	1
13	18	4
13	60	2
13	12	1
13	58	3
13	112	5
13	11	1
13	41	1
13	108	1
13	46	1
13	54	1
13	99	6
13	29	6
14	13	11
14	71	1
15	16	1
15	20	24
15	62	5
15	58	1
15	126	6
15	27	41
15	14	3
15	52	41
15	31	3
15	48	2
15	34	1
15	50	1
15	6	8
15	47	1
15	13	5
15	11	1
15	71	1
15	91	1
15	45	1
15	22	7
15	28	1
16	23	16
16	13	72
16	20	45
16	12	1
16	148	1
16	53	10
16	68	3
16	126	5
16	37	2
16	15	2
16	52	21
16	7	7
16	31	4
16	33	18
16	35	6
16	32	3
16	34	5
16	127	3
16	6	6
16	50	1
16	22	35
16	27	7
16	71	3
16	14	18
16	39	47
16	38	3
16	84	6
16	1	2
16	136	1
17	6	12
17	22	101
17	11	10
17	20	252
17	1	5
17	31	450
17	43	8
17	13	6
17	21	11
17	28	6
17	115	6
17	108	8
17	59	14
17	58	6
17	49	7
17	12	17
17	148	5
17	149	15
17	119	4
17	110	58
17	89	4
17	71	17
17	151	3
17	122	1
17	68	41
17	34	82
17	126	24
17	5	9
17	45	1
17	51	264
17	29	8
17	27	80
17	37	385
17	26	13
17	7	1
17	175	5
17	55	3
17	52	150
17	57	13
17	164	23
17	138	4
17	48	17
17	10	1
17	129	10
17	39	7
17	93	1
17	17	9
17	3	2
17	38	11
17	128	58
17	44	1
17	134	2
17	50	6
17	47	7
17	69	1
17	99	60
17	192	2
17	160	9
17	137	2
17	127	7
17	84	13
17	100	5
17	117	47
17	79	1
17	166	1
17	72	2
17	61	1
17	91	11
17	153	5
17	36	2
17	14	2
17	88	1
17	178	1
17	141	1
17	60	7
17	82	3
17	195	2
17	80	2
17	65	3
17	142	3
17	90	1
17	54	5
17	9	1
17	121	1
17	190	3
17	97	2
17	198	2
17	40	2
17	16	1
17	170	1
17	103	1
18	17	1
18	33	4
18	22	4
18	20	1
18	9	4
18	23	1
18	14	2
18	13	2
19	6	2
19	15	2
19	36	2
19	7	1
19	38	5
19	23	1
20	21	103
20	22	1282
20	15	7
20	24	16
20	25	59
20	30	57
20	3	99
20	39	103
20	28	587
20	40	31
20	41	14
20	29	142
20	26	97
20	31	215
20	6	105
20	47	105
20	1	311
20	27	280
20	48	163
20	49	126
20	51	241
20	52	373
20	23	314
20	38	113
20	36	16
20	64	23
20	34	374
20	2	1
20	68	133
20	17	245
20	9	63
20	81	12
20	84	62
20	43	13
20	11	32
20	5	12
20	56	8
20	91	21
20	82	43
20	92	2
20	77	19
20	76	40
20	78	58
20	60	212
20	42	54
20	69	4
20	4	74
20	96	33
20	94	18
20	97	4
20	98	5
20	59	100
20	99	12
20	100	54
20	110	70
20	111	39
20	112	64
20	113	46
20	114	1
20	115	6
20	58	55
20	32	100
20	80	125
20	61	21
20	7	46
20	119	10
20	103	209
20	120	47
20	121	40
20	95	5
20	122	21
20	90	88
20	33	498
20	35	188
20	93	5
20	37	722
20	136	59
20	50	44
20	13	45
20	54	20
20	118	1
20	141	2
20	71	54
20	126	156
20	145	12
20	146	1
20	87	4
20	106	2
20	155	1
20	148	26
20	156	6
20	89	3
20	10	12
20	137	16
20	108	23
20	157	20
20	53	16
20	128	40
20	158	11
20	127	44
20	160	45
20	139	14
20	164	12
20	85	5
20	138	14
20	150	2
20	168	2
20	57	11
20	72	9
20	66	1
20	102	7
20	179	2
20	178	82
20	46	22
20	172	17
20	180	4
20	73	1
20	18	1
20	173	26
20	154	331
20	147	1
20	124	5
20	149	11
20	153	6
20	186	1
20	144	6
20	45	5
20	88	4
20	190	4
20	129	17
20	12	2
20	167	1
20	117	6
20	83	3
20	131	2
20	165	1
20	55	1
20	16	8
20	14	3
20	171	10
20	197	17
20	189	1
20	132	4
20	130	1
20	67	1
20	195	4
20	70	21
20	184	1
20	104	3
20	203	6
20	204	1
20	86	1
20	192	1
20	151	1
20	116	1
20	79	1
21	31	64
21	20	1247
21	23	697
21	43	7
21	9	58
21	1	135
21	12	9
21	38	106
21	32	150
21	93	3
21	17	216
21	28	104
21	72	4
21	33	363
21	115	1
21	58	61
21	59	146
21	37	759
21	48	106
21	6	36
21	53	6
21	7	13
21	35	47
21	139	1
21	63	1
21	144	3
21	106	1
21	27	173
21	138	3
21	34	45
21	22	96
21	11	4
21	68	27
21	29	280
21	26	89
21	100	32
21	30	128
21	52	150
21	175	5
21	80	321
21	54	19
21	13	20
21	42	254
21	25	31
21	39	149
21	112	27
21	173	30
21	82	31
21	3	2
21	51	31
21	127	12
21	60	13
21	120	12
21	49	184
21	50	2
21	47	7
21	136	33
21	128	23
21	110	5
21	108	9
21	129	1
21	148	1
21	126	5
21	84	21
21	18	1
21	36	72
21	117	2
21	61	1
21	91	1
21	153	2
21	14	6
21	40	22
21	147	1
21	16	2
21	178	6
21	113	1
21	24	1
21	86	2
21	76	2
21	78	1
21	96	2
21	56	1
21	98	2
21	164	1
21	69	2
21	137	3
21	141	1
21	83	2
21	15	3
21	90	6
22	11	4
22	20	1216
22	17	86
22	26	13
22	48	26
22	29	48
22	36	3
22	94	3
22	116	1
22	117	25
22	37	216
22	47	1
22	127	9
22	32	20
22	27	25
22	9	15
22	31	15
22	119	1
22	1	66
22	33	59
22	137	1
22	6	11
22	138	1
22	34	24
22	76	11
22	148	6
22	149	2
22	23	76
22	52	70
22	133	1
22	71	7
22	126	25
22	14	6
22	16	7
22	68	19
22	124	1
22	42	6
22	100	1
22	102	4
22	164	1
22	7	7
22	35	29
22	59	1
22	136	13
22	38	8
22	28	7
22	50	3
22	65	1
22	69	2
22	21	1
22	49	5
22	108	9
22	128	6
22	51	16
22	141	2
22	3	2
22	192	2
22	4	2
22	120	1
22	61	1
22	154	14
22	122	14
22	84	4
22	58	1
22	13	2
22	93	4
22	60	1
22	41	3
22	112	1
22	22	1
22	151	1
22	99	4
22	90	1
22	129	1
22	80	1
23	11	89
23	20	558
23	13	54
23	5	20
23	31	230
23	22	124
23	12	36
23	49	178
23	44	13
23	34	226
23	43	17
23	1	3
23	87	1
23	51	154
23	28	29
23	29	217
23	115	3
23	71	59
23	128	11
23	58	23
23	37	554
23	27	153
23	65	5
23	6	31
23	52	156
23	36	118
23	137	2
23	148	16
23	110	13
23	48	16
23	21	36
23	131	1
23	68	68
23	126	73
23	88	4
23	139	1
23	90	5
23	127	29
23	59	15
23	56	1
23	100	1
23	84	38
23	178	58
23	98	8
23	164	13
23	82	40
23	39	244
23	60	17
23	112	19
23	136	9
23	173	17
23	138	5
23	144	1
23	120	3
23	26	3
23	61	3
23	41	7
23	78	6
23	55	19
23	50	9
23	80	159
23	3	7
23	47	27
23	33	1
23	62	6
23	69	1
23	38	16
23	129	1
23	108	6
23	171	1
23	10	3
23	4	4
23	42	13
23	30	129
23	81	2
23	175	2
23	192	2
23	57	3
23	117	31
23	72	10
23	91	6
23	25	2
23	46	2
23	14	8
23	16	1
23	54	12
23	2	1
23	122	1
23	99	30
23	86	2
23	167	1
23	153	1
23	142	1
23	160	3
23	76	3
23	93	1
23	200	2
23	184	1
23	9	1
23	182	1
24	20	66
24	37	1
24	148	1
24	34	15
24	47	4
24	5	1
24	138	7
24	12	2
24	136	8
24	152	1
24	22	5
24	42	1
24	11	13
24	54	2
24	112	7
24	80	1
24	86	1
24	49	1
24	38	1
24	48	1
25	20	52
25	23	36
25	6	6
25	38	24
25	48	5
25	21	14
25	58	1
25	119	1
25	33	86
25	22	18
25	52	37
25	17	5
25	59	18
25	29	2
25	35	6
25	37	1
25	1	4
25	11	1
25	47	2
25	27	3
25	34	1
25	126	5
25	100	4
25	13	1
25	110	1
25	9	2
25	145	2
25	42	1
25	16	1
25	84	3
25	31	3
25	15	1
25	28	1
26	27	97
26	28	3
26	20	90
26	46	12
26	39	1
26	23	4
26	22	21
26	43	9
26	101	6
26	102	9
26	38	28
26	103	16
26	1	24
26	48	12
26	52	44
26	21	3
26	104	2
26	105	5
26	126	10
26	32	2
26	9	4
26	36	6
26	137	3
26	25	2
26	64	1
26	37	5
26	68	7
26	34	22
26	127	4
26	35	6
26	30	4
26	58	6
26	108	1
26	59	5
26	29	4
26	18	2
26	57	5
26	49	3
26	42	2
26	145	2
26	80	2
26	50	9
26	47	1
26	33	2
26	71	4
26	151	1
26	84	20
26	178	5
26	76	2
26	94	2
26	122	1
26	72	1
26	54	2
26	55	1
26	203	2
26	177	2
26	205	2
26	170	3
26	171	5
26	172	3
26	97	1
26	69	1
26	75	1
26	152	1
26	204	1
26	121	1
26	129	1
26	207	1
26	81	1
26	100	1
27	34	64
27	84	80
27	23	26
27	43	2
27	20	173
27	26	23
27	1	33
27	59	6
27	52	29
27	27	59
27	22	36
27	48	7
27	21	4
27	13	9
27	36	1
27	9	3
27	137	4
27	56	2
27	12	1
27	127	2
27	32	5
27	103	1
27	35	8
27	31	4
27	37	160
27	119	3
27	16	1
27	129	2
27	177	1
27	98	1
27	17	10
27	33	21
27	50	4
27	39	29
27	10	1
27	69	1
27	126	5
27	171	3
27	38	5
27	68	2
27	51	49
27	28	34
27	30	44
27	29	121
27	80	13
27	100	1
27	7	1
27	144	1
27	49	1
28	50	8
28	20	237
28	80	29
28	23	48
28	17	43
28	148	2
28	154	14
28	126	13
28	93	10
28	68	11
28	32	17
28	31	12
28	1	6
28	4	4
28	173	13
28	9	22
28	7	1
28	35	19
28	33	12
28	3	2
28	40	5
28	39	5
28	113	1
28	59	21
28	34	8
28	38	2
28	22	21
28	144	2
28	6	6
28	110	2
28	52	5
28	49	2
28	27	22
28	61	2
28	37	2
28	47	6
28	28	1
28	29	1
28	120	9
28	60	3
28	76	1
28	54	10
28	136	7
28	166	1
28	16	2
29	23	18
29	32	83
29	35	107
29	20	172
29	1	8
29	50	7
29	91	1
29	126	6
29	34	19
29	68	1
29	9	45
29	28	6
29	29	1
29	37	128
29	30	9
29	17	10
29	49	4
29	11	3
29	33	34
29	31	1
29	173	1
29	52	4
29	22	5
29	27	7
29	71	2
29	47	31
29	58	4
29	82	1
29	40	41
29	39	1
29	80	7
29	93	1
29	56	3
29	113	2
29	147	1
29	84	2
29	48	1
30	39	1
30	68	3
30	37	11
30	33	1
30	20	8
30	3	1
30	35	1
31	32	57
31	23	271
31	20	210
31	22	55
31	49	4
31	35	75
31	12	2
31	47	11
31	1	26
31	5	1
31	17	87
31	36	1
31	37	489
31	33	158
31	11	4
31	139	1
31	45	1
31	56	4
31	9	18
31	55	1
31	42	1
31	34	47
31	126	26
31	7	7
31	71	13
31	6	8
31	79	2
31	29	8
31	27	12
31	13	7
31	58	5
31	173	2
31	141	4
31	52	91
31	164	1
31	21	2
31	59	19
31	82	2
31	39	3
31	3	2
31	94	1
31	84	4
31	50	3
31	51	254
31	174	1
31	41	5
31	38	4
31	183	1
31	108	5
31	99	3
31	68	4
31	48	1
31	91	3
31	153	1
31	110	2
31	117	2
31	15	1
31	88	2
31	142	1
31	90	1
31	72	1
31	136	5
31	128	4
31	40	3
31	167	1
31	54	5
31	166	2
31	44	1
31	16	1
31	31	1
31	14	3
31	53	1
32	20	262
32	1	1
32	31	189
32	49	19
32	29	9
32	5	5
32	12	2
32	6	7
32	84	4
32	34	40
32	58	4
32	93	4
32	27	55
32	21	2
32	11	26
32	79	2
32	68	27
32	126	4
32	38	10
32	48	9
32	37	236
32	22	24
32	13	12
32	40	1
32	55	26
32	52	82
32	164	5
32	173	38
32	72	9
32	112	16
32	136	8
32	128	11
32	148	1
32	59	28
32	26	11
32	50	4
32	51	61
32	110	12
32	60	24
32	36	5
32	71	1
32	117	41
32	114	3
32	91	5
32	120	1
32	65	1
32	17	1
32	10	1
32	54	3
32	182	3
32	96	1
32	122	1
32	108	2
32	98	1
32	80	6
32	28	1
32	99	20
32	14	2
32	85	1
33	20	276
33	11	29
33	44	7
33	43	38
33	12	9
33	29	10
33	10	1
33	37	116
33	93	3
33	47	24
33	31	82
33	128	11
33	143	2
33	45	3
33	148	5
33	149	6
33	110	13
33	152	3
33	89	1
33	117	43
33	71	5
33	5	4
33	126	20
33	85	3
33	28	10
33	162	2
33	68	21
33	34	34
33	127	8
33	13	2
33	22	38
33	63	1
33	52	66
33	108	6
33	164	4
33	48	15
33	21	15
33	3	12
33	59	29
33	40	4
33	39	8
33	112	15
33	82	2
33	107	1
33	60	11
33	136	13
33	38	6
33	6	7
33	120	1
33	27	34
33	84	6
33	50	2
33	51	103
33	55	1
33	80	6
33	138	4
33	156	1
33	99	30
33	129	3
33	83	1
33	4	1
33	42	3
33	91	2
33	153	2
33	90	2
33	36	2
33	79	2
33	30	2
33	25	1
33	49	1
33	147	3
33	16	3
33	58	6
33	100	2
33	96	1
33	98	2
33	166	1
33	86	1
33	41	1
34	27	108
34	23	44
34	32	83
34	20	93
34	83	3
34	108	22
34	71	50
34	1	37
34	9	32
34	148	16
34	89	2
34	21	1
34	115	9
34	68	10
34	126	29
34	35	16
34	11	4
34	29	9
34	26	4
34	31	9
34	33	31
34	137	1
34	176	1
34	51	202
34	7	1
34	153	2
34	13	5
34	127	11
34	59	22
34	52	14
34	91	13
34	38	2
34	47	5
34	117	31
34	128	5
34	22	1
34	129	1
34	28	1
34	60	4
34	112	8
34	80	3
34	110	3
34	164	2
34	99	14
34	95	1
34	98	1
34	17	1
35	29	222
35	20	274
35	49	84
35	31	83
35	5	2
35	93	24
35	39	15
35	78	2
35	80	7
35	95	1
35	99	41
35	54	5
35	118	9
35	108	8
35	82	15
35	1	16
35	58	6
35	47	23
35	13	9
35	148	3
35	110	22
35	48	4
35	28	2
35	90	1
35	150	1
35	72	1
35	68	44
35	34	61
35	126	57
35	12	3
35	22	28
35	55	11
35	30	2
35	41	2
35	127	32
35	45	2
35	37	139
35	142	3
35	66	1
35	52	107
35	103	23
35	164	8
35	59	36
35	3	6
35	33	3
35	11	24
35	112	24
35	60	35
35	173	15
35	136	16
35	6	15
35	50	2
35	86	1
35	71	5
35	128	11
35	51	12
35	27	4
35	4	2
35	158	2
35	149	3
35	120	2
35	61	1
35	91	2
35	14	3
35	84	3
35	38	7
35	42	1
35	117	31
35	147	2
35	175	2
35	119	1
35	17	1
35	138	1
35	40	5
35	96	1
35	98	1
35	166	2
36	9	4
36	32	2
36	15	2
36	20	30
36	58	1
36	17	2
36	127	2
36	21	2
36	2	1
36	33	5
36	38	1
36	148	1
36	59	13
36	1	2
36	27	3
36	22	1
36	126	1
36	68	1
36	13	1
36	37	9
36	84	2
36	54	1
37	38	5
37	32	71
37	11	2
37	20	80
37	23	17
37	48	5
37	34	28
37	35	3
37	33	21
37	29	1
37	39	3
37	82	4
37	31	3
37	59	17
37	173	5
37	6	1
37	52	9
37	49	18
37	26	3
37	17	2
37	51	7
37	27	18
37	54	2
37	68	3
37	120	1
37	61	2
37	110	1
37	84	1
37	5	1
37	58	1
37	112	1
37	9	1
37	136	1
37	99	2
37	83	1
37	88	1
37	128	4
38	19	7
38	20	31
38	21	11
38	58	5
38	59	17
38	93	1
38	37	10
38	92	1
38	23	4
38	71	4
38	60	4
38	148	3
38	32	26
38	35	2
38	1	8
38	11	1
38	49	9
38	126	1
38	25	35
38	48	36
38	33	10
38	29	1
38	39	1
38	17	3
38	27	4
38	22	4
38	127	1
38	52	14
38	50	1
38	6	5
38	112	3
38	51	1
38	34	2
38	9	1
38	91	1
38	115	1
38	31	5
38	68	2
38	83	1
38	13	1
38	164	1
38	28	1
39	20	31
39	82	7
39	17	5
39	1	25
39	71	1
39	34	1
39	28	4
39	40	5
39	3	1
39	37	2
39	93	1
39	9	1
39	32	3
39	33	3
39	60	1
40	29	3
40	37	10
40	20	4
40	14	1
40	23	2
40	47	2
40	17	1
41	20	4
41	29	2
41	50	1
41	4	1
41	40	1
42	20	77
42	23	38
42	58	2
42	50	2
42	17	3
42	53	1
42	1	5
42	34	5
42	22	6
42	27	37
42	32	18
42	52	23
42	35	9
42	48	8
42	33	51
42	59	10
42	39	1
42	37	66
42	115	1
42	91	2
42	153	1
42	110	1
42	9	1
42	60	1
42	49	6
42	112	1
42	117	3
42	16	1
43	1	75
43	20	61
43	23	3
43	11	4
43	135	7
43	33	7
43	35	5
43	117	6
43	37	7
43	32	2
43	9	25
43	99	14
43	17	1
43	29	1
43	59	2
44	11	67
44	15	1
44	53	1
44	43	2
44	7	10
44	23	15
44	12	8
44	22	1
44	42	3
44	20	1
44	60	16
44	173	25
44	35	1
44	34	1
44	52	17
44	51	22
44	63	1
44	32	5
44	9	2
44	17	3
44	84	2
44	5	2
44	1	2
45	23	36
45	35	3
45	33	6
45	110	2
45	17	2
45	20	5
45	22	5
45	15	1
46	20	3
47	20	66
47	23	61
47	29	8
47	50	3
47	17	3
47	68	3
47	126	9
47	71	8
47	34	4
47	35	5
47	147	2
47	6	3
47	33	8
47	28	2
47	47	1
47	40	1
47	93	1
47	27	4
47	120	1
47	80	1
47	84	4
47	9	5
47	128	4
47	22	2
47	41	1
48	17	37
48	9	8
48	58	12
48	20	156
48	1	36
48	31	12
48	38	43
48	23	35
48	59	27
48	37	93
48	27	18
48	26	1
48	30	3
48	52	21
48	22	21
48	39	2
48	35	32
48	33	114
48	21	21
48	16	3
48	47	5
48	49	5
48	34	6
48	126	4
48	84	2
48	71	3
48	42	4
48	68	7
48	158	1
48	120	1
48	91	1
48	110	3
48	6	4
48	147	1
48	112	5
48	32	22
48	60	1
48	136	2
48	76	1
48	7	2
48	40	3
48	108	1
48	178	2
48	83	1
48	28	3
48	99	3
48	117	2
49	23	6
49	20	25
49	29	15
49	17	1
49	1	3
49	26	1
49	52	3
49	48	9
49	33	9
49	32	12
49	34	2
49	37	28
49	27	3
49	58	2
49	84	3
49	85	3
49	35	1
49	22	1
49	28	1
50	20	24
50	35	5
50	6	2
50	9	6
50	29	17
50	33	4
50	50	1
50	22	5
50	120	2
50	28	1
50	34	8
50	47	4
50	61	1
50	23	1
50	93	3
50	40	1
50	80	2
50	147	2
50	11	9
50	3	1
50	52	2
50	32	16
50	41	1
51	17	12
51	13	2
51	34	19
51	20	2
52	23	23
52	58	6
52	34	25
52	22	1
52	68	4
52	59	56
52	37	128
52	20	69
52	35	7
52	32	17
52	21	37
52	33	15
52	11	3
52	173	6
52	139	2
52	27	8
52	6	3
52	120	1
52	61	1
52	91	1
52	38	1
52	84	3
52	28	1
52	85	1
53	13	11
53	20	62
53	43	7
53	58	1
53	37	76
53	5	2
53	126	14
53	16	5
53	34	9
53	79	1
53	52	40
53	17	1
53	82	1
53	22	35
53	39	1
53	127	2
53	81	2
53	50	2
53	62	3
53	6	5
53	38	3
53	71	4
53	27	4
53	36	1
53	31	9
53	61	1
53	110	2
53	14	2
53	51	1
53	84	2
53	47	2
53	175	1
53	88	1
53	106	1
53	130	1
53	21	1
53	141	1
53	12	4
53	128	2
53	68	1
53	108	1
53	138	1
53	49	2
54	32	4
54	23	5
54	29	1
54	33	12
54	138	5
54	68	1
54	34	1
54	6	4
54	9	4
54	99	3
54	35	1
54	1	1
54	128	1
54	136	2
54	22	1
55	11	2
55	23	3
55	13	2
55	17	10
55	32	2
55	56	2
55	53	2
55	35	10
55	20	5
55	34	2
55	81	1
55	33	7
55	151	1
55	1	3
55	65	3
55	68	1
55	117	2
55	99	8
55	7	1
55	91	1
55	86	1
55	9	2
56	20	44
56	43	19
56	31	44
56	106	10
56	107	3
56	108	42
56	109	3
56	91	5
56	126	14
56	68	16
56	26	4
56	11	16
56	22	7
56	39	2
56	37	2
56	175	12
56	136	18
56	34	43
56	153	1
56	59	18
56	50	4
56	80	15
56	21	1
56	71	3
56	137	1
56	51	1
56	120	1
56	61	1
56	110	2
56	27	1
56	38	1
56	13	1
56	117	36
56	29	3
56	93	1
56	47	7
56	112	5
56	60	4
56	49	1
56	99	45
56	119	1
56	95	1
56	48	1
56	36	1
56	164	13
56	58	2
57	20	14
57	127	2
57	126	1
57	27	42
57	26	1
57	37	122
57	171	2
57	110	3
57	17	5
57	33	1
57	9	1
57	28	3
57	35	1
58	59	28
58	20	44
58	37	21
58	27	3
58	58	2
58	1	3
58	71	2
58	100	8
58	32	18
58	34	9
58	52	40
58	33	17
58	39	2
58	9	11
58	22	2
58	48	2
58	112	15
58	38	4
58	26	2
58	23	3
58	75	4
58	5	1
58	68	7
58	120	1
58	80	1
58	61	1
58	153	1
58	51	9
58	42	1
58	173	1
58	60	2
58	49	3
58	85	3
58	36	2
58	81	1
58	83	1
58	6	1
58	99	1
58	13	1
59	58	42
59	1	8
59	23	57
59	48	10
59	32	20
59	132	1
59	27	43
59	21	4
59	20	98
59	29	7
59	26	4
59	52	88
59	17	11
59	22	7
59	34	33
59	31	5
59	35	24
59	33	56
59	39	4
59	112	12
59	82	2
59	42	3
59	38	6
59	6	2
59	2	4
59	49	11
59	81	1
59	50	1
59	80	2
59	148	1
59	137	2
59	51	7
59	108	2
59	127	3
59	126	6
59	139	2
59	84	11
59	91	3
59	110	1
59	68	5
59	117	22
59	37	20
59	90	4
59	173	4
59	100	6
59	136	2
59	60	2
59	16	1
59	99	8
60	61	6
60	38	1
60	4	2
60	32	9
60	9	7
60	93	1
60	20	2
61	28	4
61	20	3
61	4	1
61	60	2
61	32	2
61	173	2
62	20	4
62	15	1
62	32	1
62	6	2
62	33	1
63	6	4
63	13	1
63	1	1
63	23	2
63	62	1
63	9	1
63	52	1
63	33	1
64	20	2
65	44	1
65	55	2
65	32	10
65	33	8
65	23	9
65	91	1
65	9	11
65	164	5
65	22	2
65	17	2
65	117	1
65	6	1
65	99	5
66	67	1
66	11	3
66	138	4
66	9	1
66	20	1
67	1	1
67	33	7
67	138	2
67	54	1
67	95	2
68	126	4
68	34	1
68	32	1
68	53	1
69	20	10
69	1	2
69	24	1
69	37	11
70	33	4
71	34	79
71	115	1
71	126	11
71	148	2
71	127	4
71	20	5
71	23	2
71	68	1
71	9	2
71	1	1
71	22	2
72	31	8
72	126	2
72	9	19
72	35	6
72	33	28
72	20	7
72	17	1
72	13	1
72	47	2
72	138	4
72	6	2
72	34	1
72	153	1
72	23	4
72	37	1
72	11	9
72	1	9
72	32	19
72	58	1
72	59	1
72	22	1
73	49	3
73	1	12
73	36	2
73	33	3
73	59	7
73	90	2
73	32	8
73	9	5
73	6	1
73	23	1
73	58	1
74	20	2
75	59	6
75	1	4
75	31	7
75	58	15
