Source	Target	Weight
75	117	3
75	37	1
75	32	5
76	20	130
76	22	2
76	35	2
76	34	2
76	29	24
76	37	12
76	49	4
76	112	1
76	122	2
76	33	1
76	1	1
77	23	1
77	1	1
77	20	43
77	29	1
77	27	24
77	22	5
77	33	2
78	35	20
78	33	3
78	126	10
78	20	24
78	31	1
78	23	2
78	42	1
78	173	1
78	93	2
78	113	1
78	37	6
78	32	5
78	122	5
78	49	1
78	17	1
78	41	1
78	28	1
78	60	1
78	80	1
79	22	5
79	20	13
79	47	2
79	27	2
79	34	2
79	110	1
79	154	1
79	48	2
79	29	2
80	28	8
80	29	1
80	20	8
80	33	2
80	41	5
80	6	5
80	9	2
80	32	9
80	40	1
80	35	1
80	82	1
80	39	1
81	36	1
81	58	1
81	1	4
81	7	6
81	20	7
81	22	1
81	162	2
81	126	2
81	11	1
81	26	1
81	17	3
81	33	43
81	23	5
81	35	9
81	34	3
81	32	20
81	156	2
81	38	1
81	85	2
81	47	1
81	27	1
81	68	1
81	50	1
81	117	3
81	164	1
81	99	16
81	54	1
81	138	5
81	52	1
81	59	3
82	20	12
82	31	1
82	39	6
82	34	2
82	35	13
82	9	5
82	30	7
82	33	10
82	29	1
82	122	3
82	50	1
82	37	1
82	23	1
82	32	6
82	93	4
82	22	2
83	127	1
83	9	1
83	59	2
84	27	33
84	37	6
84	84	1
85	23	15
85	126	1
85	68	1
85	32	36
85	52	6
85	1	13
85	37	5
85	60	5
85	112	7
85	173	15
85	20	3
85	49	1
85	11	10
85	136	1
86	20	10
86	23	8
86	6	10
86	127	1
86	32	1
86	138	2
86	100	1
86	11	1
86	7	2
86	33	2
86	22	3
86	56	1
86	90	1
86	5	1
87	20	6
87	27	3
87	32	12
88	32	33
88	23	41
88	36	2
88	33	35
88	58	2
88	37	4
88	9	12
88	22	9
88	11	2
88	13	3
88	20	11
88	1	26
88	7	2
88	6	4
88	34	1
88	17	4
88	68	4
88	85	3
88	26	1
88	53	2
88	35	9
88	52	5
88	47	6
88	31	2
88	27	1
88	54	1
88	59	7
88	164	2
88	138	1
89	90	1
89	17	2
89	156	2
89	129	1
89	34	1
89	148	1
89	22	1
89	99	2
89	35	1
90	1	2
90	33	8
90	127	3
90	126	1
90	17	1
91	33	3
91	34	1
91	9	1
92	37	22
92	13	1
92	20	1
93	78	2
93	33	2
93	94	9
93	29	3
93	32	5
93	22	4
93	23	2
93	60	1
94	20	28
94	3	1
94	22	1
95	120	1
95	34	1
96	20	3
97	20	3
97	37	9
97	122	1
97	53	1
98	51	1
99	137	1
99	117	6
99	51	1
99	9	2
99	17	4
99	164	1
99	89	1
99	22	2
100	37	4
100	58	1
100	33	2
100	59	3
100	27	1
100	20	2
100	9	16
100	17	1
101	126	1
102	20	1
103	20	3
105	58	1
108	56	1
110	20	2
110	35	6
110	148	2
111	33	16
111	20	1
112	39	1
112	20	2
113	20	7
113	61	1
113	9	2
113	32	5
113	60	3
113	94	1
115	90	2
116	20	1
117	164	4
117	175	1
117	128	1
119	71	1
119	195	1
119	110	1
119	37	30
119	153	1
119	17	3
119	1	1
119	117	8
120	61	1
120	39	3
120	20	11
120	3	1
120	9	3
120	32	7
120	60	3
120	22	1
120	195	1
120	33	1
121	115	1
121	23	1
121	20	21
121	37	19
121	33	1
121	22	1
121	154	1
122	188	1
122	20	14
122	22	3
122	32	14
122	1	1
122	23	1
122	74	1
123	36	1
123	62	1
123	33	1
124	36	3
124	5	2
124	10	1
124	23	3
124	32	3
124	1	3
124	11	2
124	6	21
124	22	7
124	164	1
124	33	12
124	35	2
124	20	7
124	47	2
124	58	1
124	44	8
124	149	1
124	99	2
125	36	3
125	117	2
125	59	1
126	129	1
126	108	1
126	115	3
126	20	4
126	34	15
126	71	1
126	68	7
126	127	7
126	37	96
126	148	2
126	38	2
126	51	43
126	27	12
126	32	3
126	112	4
126	22	1
127	126	5
127	117	1
127	22	1
128	17	4
128	117	1
129	1	4
129	17	14
129	37	14
129	32	20
129	31	9
129	20	2
129	126	5
129	51	16
129	34	1
129	59	3
129	9	1
130	58	1
130	20	1
130	68	1
130	33	1
131	58	1
131	23	2
131	33	22
131	32	9
131	22	3
131	54	2
131	91	1
131	6	1
131	52	1
131	59	4
131	99	15
131	38	1
132	58	1
132	126	1
132	20	3
132	52	14
132	31	3
132	39	1
132	51	6
132	35	1
132	144	1
132	71	2
132	22	6
132	99	1
133	58	1
133	33	6
133	38	2
133	27	1
134	58	1
134	9	1
134	20	2
134	173	5
134	33	11
134	35	2
134	1	2
134	32	7
134	52	4
134	138	3
134	85	1
134	68	1
134	112	12
134	60	1
134	59	5
134	37	1
134	99	3
135	29	1
135	65	5
135	117	2
135	33	2
136	164	2
136	93	5
136	68	1
136	99	3
137	71	1
137	20	6
137	167	1
137	34	11
137	33	4
137	51	4
137	1	4
137	37	11
137	138	1
137	13	1
137	23	1
137	30	1
137	128	1
138	9	2
139	1	3
139	20	11
139	59	17
139	37	8
139	32	9
139	52	7
139	23	3
139	58	2
139	34	1
139	68	3
139	49	6
140	11	1
140	23	1
140	44	1
140	33	1
140	6	1
141	153	1
141	33	34
141	20	2
141	164	1
141	35	4
141	117	2
141	11	1
141	54	1
141	89	1
141	1	1
141	22	1
142	17	3
142	11	8
142	164	1
143	33	25
143	126	3
143	32	7
143	1	2
143	112	1
143	44	3
143	71	1
143	5	1
144	20	1
144	31	1
144	32	3
145	17	1
145	13	1
146	26	1
146	35	1
146	20	1
146	16	1
147	29	4
147	5	1
147	47	2
147	34	1
147	40	2
147	17	1
148	148	1
148	34	2
148	71	1
148	20	1
148	126	1
151	17	1
152	9	23
152	1	47
152	31	5
152	33	9
152	20	4
152	127	1
152	6	4
152	27	4
152	126	3
152	32	13
153	91	2
153	17	4
153	153	2
153	35	1
154	1	1
154	20	8
155	6	1
156	30	1
156	5	1
156	33	1
157	20	1
158	33	3
159	11	2
160	195	2
160	17	1
160	149	1
160	20	1
160	117	1
160	164	2
161	86	2
161	33	1
162	156	1
163	68	3
164	156	1
164	33	1
164	71	1
164	99	6
166	12	4
166	6	10
166	71	1
166	37	1
166	20	1
166	33	1
166	138	1
169	29	3
170	13	1
170	20	8
170	42	1
170	57	2
171	26	1
171	37	10
172	26	1
172	27	1
173	20	2
173	37	2
173	32	3
173	68	1
174	6	9
174	33	3
174	23	6
174	11	6
174	20	3
174	62	1
175	26	1
177	32	2
178	37	2
178	20	2
179	68	1
181	33	10
181	38	1
181	22	2
181	23	1
182	20	9
182	39	1
182	82	9
182	32	13
182	33	1
183	35	2
184	33	2
184	94	1
184	22	2
184	122	2
185	33	1
185	20	2
186	58	1
186	57	1
187	6	9
188	37	1
188	20	1
188	122	2
189	20	7
189	93	2
189	3	1
189	33	4
189	35	1
189	22	1
189	60	1
190	20	2
190	122	1
191	6	2
192	99	3
193	34	3
193	27	1
194	14	2
194	13	1
195	17	1
196	126	1
197	20	1
198	20	1
198	69	1
200	122	1
200	60	2
200	32	1
201	17	1
202	54	1
206	22	2
