Source	Target
1	2
3	4
3	5
4	26
5	6
5	7
5	10
5	14
5	15
5	16
5	18
5	27
5	31
5	33
5	43
8	9
11	12
12	13
12	17
12	19
12	20
12	21
12	25
12	28
12	29
12	30
12	32
12	34
12	35
12	36
12	39
12	52
22	23
23	24
23	37
23	38
23	40
23	41
23	42
23	44
23	45
23	46
23	47
23	48
23	49
23	50
23	51
