ID	Label	Bipartito
174	Dalbergia spp.	0
175	Dalbergia nigra	0
176	Leguminosae spp.	0
177	Eulemur spp.	0
178	Eulemur albifrons	0
179	Eulemur fulvus	0
180	Eulemur macaco	0
181	Eulemur rufus	0
182	Lemur catta	0
183	Varecia rubra	0
184	Varecia variegata	0
185	Lepilemur edwardsi	0
186	Aloe bellatula	0
187	Aloe haworthioides	0
188	Aloe pillansii	0
189	Aloe polyphylla	0
190	Aloe rauhii	0
191	Nycticebus spp.	0
192	Nycticebus bengalensis	0
193	Nycticebus pygmaeus	0
194	Manis gigantea	0
195	Manis javanica	0
196	Manis tricuspis	0
197	Macrocephalon maleo	0
198	Lutra lutra	0
199	Pteronura brasiliensis	0
200	Nepenthes hybrid	0
201	Nepenthes rajah	0
202	Aerangis ellisii	0
203	Cattleya jongheana	0
204	Dendrobium cruentum	0
205	Mexipedium xerophyticum	0
206	Orchidaceae hybrid	0
207	Paphiopedilum spp.	0
208	Paphiopedilum acmodontum	0
209	Paphiopedilum adductum	0
210	Paphiopedilum appletonianum	0
211	Paphiopedilum armeniacum	0
212	Paphiopedilum barbatum	0
213	Paphiopedilum barbigerum	0
214	Paphiopedilum bellatulum	0
215	Paphiopedilum callosum	0
216	Paphiopedilum charlesworthii	0
217	Paphiopedilum concolor	0
218	Paphiopedilum dayanum	0
219	Paphiopedilum delenatii	0
220	Paphiopedilum dianthum	0
221	Paphiopedilum druryi	0
222	Paphiopedilum emersonii	0
223	Paphiopedilum exul	0
224	Paphiopedilum fairrieanum	0
225	Paphiopedilum gigantifolium	0
226	Paphiopedilum glanduliferum	0
227	Paphiopedilum glaucophyllum	0
228	Paphiopedilum godefroyae	0
229	Paphiopedilum gratrixianum	0
230	Paphiopedilum hangianum	0
231	Paphiopedilum haynaldianum	0
232	Paphiopedilum helenae	0
233	Paphiopedilum hennisianum	0
234	Paphiopedilum henryanum	0
235	Paphiopedilum hirsutissimum	0
236	Paphiopedilum hookerae	0
237	Paphiopedilum hybrid	0
238	Paphiopedilum insigne	0
239	Paphiopedilum javanicum	0
240	Paphiopedilum kolopakingii	0
241	Paphiopedilum lawrenceanum	0
242	Paphiopedilum liemianum	0
243	Paphiopedilum lowii	0
244	Paphiopedilum malipoense	0
245	Paphiopedilum mastersianum	0
246	Paphiopedilum micranthum	0
247	Paphiopedilum niveum	0
248	Paphiopedilum papuanum	0
249	Paphiopedilum parishii	0
250	Paphiopedilum philippinense	0
251	Paphiopedilum primulinum	0
252	Paphiopedilum purpuratum	0
253	Paphiopedilum randsii	0
254	Paphiopedilum rothschildianum	0
255	Paphiopedilum sanderianum	0
256	Paphiopedilum sangii	0
257	Paphiopedilum spicerianum	0
258	Paphiopedilum stonei	0
259	Paphiopedilum sukhakulii	0
260	Paphiopedilum supardii	0
261	Paphiopedilum superbiens	0
262	Paphiopedilum thaianum	0
263	Paphiopedilum tigrinum	0
264	Paphiopedilum tonsum	0
265	Paphiopedilum tranlienianum	0
266	Paphiopedilum urbanianum	0
267	Paphiopedilum venustum	0
268	Paphiopedilum vietnamense	0
269	Paphiopedilum villosum	0
270	Paphiopedilum violascens	0
271	Paphiopedilum wardii	0
272	Paphiopedilum wilhelminae	0
273	Peristeria elata	0
274	Phragmipedium andreettae	0
275	Phragmipedium besseae	0
276	Phragmipedium boissierianum	0
277	Phragmipedium caricinum	0
278	Phragmipedium caudatum	0
279	Phragmipedium dalessandroi	0
280	Phragmipedium fischeri	0
281	Phragmipedium hirtzii	0
282	Phragmipedium hybrid	0
283	Phragmipedium klotzschianum	0
284	Phragmipedium kovachii	0
285	Phragmipedium lindenii	0
286	Phragmipedium longifolium	0
287	Phragmipedium pearcei	0
288	Phragmipedium richteri	0
289	Phragmipedium sargentianum	0
290	Phragmipedium schlimii	0
291	Phragmipedium vittatum	0
292	Phragmipedium warszewiczianum	0
293	Renanthera imschootiana	0
294	Scleropages formosus	0
295	Chlamydotis macqueenii	0
296	Chlamydotis undulata	0
297	Ornithoptera alexandrae	0
298	Catreus wallichii	0
299	Crossoptilon crossoptilon	0
300	Crossoptilon mantchuricum	0
301	Lophophorus impejanus	0
302	Lophura edwardsi	0
303	Lophura swinhoii	0
304	Polyplectron napoleonis	0
305	Syrmaticus ellioti	0
306	Syrmaticus mikado	0
307	Tragopan melanocephalus	0
308	Neophocaena phocaenoides	0
309	Physeter macrocephalus	0
310	Platysternon megacephalum	0
311	Bettongia penicillata	0
312	Pristidae spp.	0
313	Pristis pristis	0
314	Pristis zijsron	0
315	Amazona spp.	0
316	Amazona arausiaca	0
317	Amazona auropalliata	0
318	Amazona barbadensis	0
319	Amazona brasiliensis	0
320	Amazona finschi	0
321	Amazona imperialis	0
322	Amazona leucocephala	0
323	Amazona oratrix	0
324	Amazona pretrei	0
325	Amazona vinacea	0
326	Amazona viridigenalis	0
327	Anodorhynchus hyacinthinus	0
328	Anodorhynchus leari	0
329	Ara ambiguus	0
330	Ara glaucogularis	0
331	Ara hybrid	0
332	Ara macao	0
333	Ara militaris	0
334	Ara rubrogenys	0
335	Cyanopsitta spixii	0
336	Cyanoramphus novaezelandiae	0
337	Eunymphicus cornutus	0
338	Guarouba guarouba	0
339	Pionopsitta pileata	0
340	Primolius couloni	0
341	Primolius maracana	0
342	Psephotus dissimilis	0
343	Psittacus erithacus	0
344	Psittacus erithacus timneh	0
345	Pyrrhura cruentata	0
346	Strigops habroptila	0
347	Pteropus tonganus	0
348	Python molurus molurus	0
349	Ceratotherium spp.	0
350	Ceratotherium simum	0
351	Ceratotherium simum cottoni	0
352	Ceratotherium simum simum	0
353	Dicerorhinus sumatrensis	0
354	Diceros bicornis	0
355	Rhinoceros spp.	0
356	Rhinocerotidae spp.	0
357	Spheniscus humboldti	0
358	Stangeria eriopus	0
359	Struthio camelus	0
360	Leucopsar rothschildi	0
361	Babyrousa babyrussa	0
362	Tapirus indicus	0
363	Astrochelys radiata	0
364	Chelonoidis niger	0
365	Geochelone platynota	0
366	Testudinidae spp.	0
367	Testudo kleinmanni	0
368	Geronticus eremita	0
369	Trichechus senegalensis	0
370	Epioblasma florentina	0
371	Ailuropoda melanoleuca	0
372	Helarctos malayanus	0
373	Melursus ursinus	0
374	Ursus arctos	0
375	Ursus thibetanus	0
376	Varanus komodoensis	0
377	Shinisaurus crocodilurus	0
378	Ceratozamia hildae	0
379	Ceratozamia miqueliana	0
380	Encephalartos altensteinii	0
381	Encephalartos aplanatus	0
382	Encephalartos barteri	0
383	Encephalartos caffer	0
384	Encephalartos cycadifolius	0
385	Encephalartos dyerianus	0
386	Encephalartos eugene-maraisii	0
387	Encephalartos ferox	0
388	Encephalartos friderici-guilielmi	0
389	Encephalartos ghellinckii	0
390	Encephalartos gratus	0
391	Encephalartos hildebrandtii	0
392	Encephalartos horridus	0
393	Encephalartos lanatus	0
394	Encephalartos laurentianus	0
395	Encephalartos lebomboensis	0
396	Encephalartos lehmannii	0
397	Encephalartos longifolius	0
398	Encephalartos manikensis	0
399	Encephalartos middelburgensis	0
400	Encephalartos munchii	0
401	Encephalartos natalensis	0
402	Encephalartos ngoyanus	0
403	Encephalartos nubimontanus	0
404	Encephalartos paucidentatus	0
405	Encephalartos princeps	0
406	Encephalartos schmitzii	0
407	Encephalartos senticosus	0
408	Encephalartos transvenosus	0
409	Encephalartos trispinosus	0
410	Encephalartos villosus	0
411	Cetacea spp.	0
412	Crocodylia spp.	0
413	Elasmobranchii	0
414	Falconiformes spp.	0
415	Pelophilus spp.	0
416	Testudines spp.	0
417	Accipiter bicolor	0
418	Accipiter fasciatus	0
419	Accipiter gentilis	0
420	Accipiter hybrid	0
421	Accipiter nisus	0
422	Accipiter tachiro	0
423	Aegypius monachus	0
424	Aquila chrysaetos	0
425	Aquila clanga	0
426	Aquila nipalensis	0
427	Aquila rapax	0
428	Buteo buteo	0
429	Buteogallus anthracinus	0
430	Buteo jamaicensis	0
431	Buteo polyosoma	0
432	Buteo rufinus	0
433	Circus aeruginosus	0
434	Circus melanoleucos	0
435	Geranoaetus melanoleucus	0
436	Gypaetus barbatus	0
437	Gyps africanus	0
438	Gyps fulvus	0
439	Gyps himalayensis	0
440	Haliaeetus leucocephalus	0
441	Haliaeetus leucogaster	0
442	Haliaeetus leucoryphus	0
443	Haliaeetus pelagicus	0
444	Hieraaetus spilogaster	0
445	Leucopternis albicollis	0
446	Milvus migrans	0
447	Milvus milvus	0
448	Parabuteo unicinctus	0
449	Polemaetus bellicosus	0
450	Sarcogyps calvus	0
451	Spizaetus africanus	0
452	Stephanoaetus coronatus	0
453	Acipenser baerii	0
454	G	1
455	Acipenser baerii x gueldenstaedtii	0
456	Acipenser baerii x naccarii	0
457	Acipenser gueldenstaedtii	0
458	Acipenser gueldenstaedtii x baerii	0
459	Acipenser hybrid	0
460	Acipenseridae hybrid	0
461	Acipenser naccarii	0
462	Acipenser nudiventris	0
463	Acipenser oxyrinchus	0
464	Acipenser persicus	0
465	Acipenser ruthenus	0
466	Acipenser schrenckii	0
467	Acipenser stellatus	0
468	Acipenser transmontanus	0
469	Huso dauricus	0
470	Huso dauricus x acipenser schrenckii	0
471	Huso huso	0
472	Huso huso x acipenser baerii	0
473	Acropora spp.	0
474	Acropora cervicornis	0
475	Acropora digitifera	0
476	Acropora echinata	0
477	Acropora florida	0
478	Acropora horrida	0
479	Acropora humilis	0
480	Acropora hyacinthus	0
481	Acropora latistella	0
482	Acropora millepora	0
483	Acropora nasuta	0
484	Acropora nobilis	0
485	Acropora palifera	0
486	Acropora palmata	0
487	Acropora tenuis	0
488	Astreopora spp.	0
489	Montipora spp.	0
490	Montipora australiensis	0
491	Montipora digitata	0
492	Montipora mollis	0
493	Saara loricata	0
494	Uromastyx spp.	0
495	Uromastyx acanthinura	0
496	Uromastyx aegyptia	0
497	Uromastyx benti	0
498	Uromastyx dispar	0
499	Uromastyx geyri	0
500	Uromastyx macfadyeni	0
501	Uromastyx nigriventris	0
502	Uromastyx ocellata	0
503	Uromastyx ornata	0
504	Uromastyx princeps	0
505	Uromastyx thomasi	0
506	Agaricia spp.	0
507	Leptoseris spp.	0
508	Pachyseris spp.	0
509	Pachyseris rugosa	0
510	Pavona spp.	0
511	Pavona cactus	0
512	Pavona maldivensis	0
513	Agave victoriae-reginae	0
514	Alligator mississippiensis	0
515	Caiman crocodilus	0
516	Caiman crocodilus crocodilus	0
517	Caiman crocodilus fuscus	0
518	Caiman crocodilus yacare	0
519	Melanosuchus niger	0
520	Paleosuchus palpebrosus	0
521	Paleosuchus trigonatus	0
522	Alopias spp.	0
523	Alopias vulpinus	0
524	Galanthus spp.	0
525	Galanthus elwesii	0
526	Galanthus hybrid	0
527	Galanthus ikariae	0
528	Galanthus nivalis	0
529	Galanthus nivalis "flore pleno"	0
530	Galanthus woronowii	0
531	Sternbergia lutea	0
532	Ambystoma mexicanum	0
533	Operculicarya decaryi	0
534	Operculicarya hyphaenoides	0
535	Operculicarya pachypus	0
536	Anas bernieri	0
537	Anas formosa	0
538	Branta ruficollis	0
539	Coscoroba coscoroba	0
540	Cygnus melancoryphus	0
541	Oxyura leucocephala	0
542	Abronia graminea	0
543	Abronia lythrochila	0
544	Anguilla anguilla	0
545	Antipathes spp.	0
546	Aotus azarae	0
547	Aotus hershkovitzi	0
548	Aotus lemurinus	0
549	Aotus nancymaae	0
550	Hoodia gordonii	0
551	Hoodia parviflora	0
552	Pachypodium bispinosum	0
553	Pachypodium brevicaule	0
554	Pachypodium densiflorum	0
555	Pachypodium enigmaticum	0
556	Pachypodium lamerei	0
557	Pachypodium lealii	0
558	Pachypodium namaquanum	0
559	Pachypodium rosulatum	0
560	Pachypodium succulentum	0
561	Rauvolfia serpentina	0
562	Panax quinquefolius	0
563	Arapaima gigas	0
564	Allobates spp.	0
565	Beaucarnea guatemalensis	0
566	Beaucarnea recurvata	0
567	Asphodelaceae hybrid spp.	0
568	Stylocoeniella spp.	0
569	Ateles geoffroyi	0
570	Ateles hybridus	0
571	Lagothrix cana	0
572	Lagothrix lagotricha	0
573	Balaeniceps rex	0
574	Podophyllum hexandrum	0
575	Boa constrictor	0
576	Calabaria reinhardtii	0
577	Candoia aspera	0
578	Candoia carinata	0
579	Candoia paulsoni	0
580	Charina bottae	0
581	Corallus batesii	0
582	Corallus caninus	0
583	Corallus hortulanus	0
584	Epicrates alvarezi	0
585	Epicrates angulifer	0
586	Epicrates cenchria	0
587	Epicrates cenchria cenchria	0
588	Epicrates maurus	0
589	Epicrates striatus	0
590	Eunectes hybrid	0
591	Eunectes murinus	0
592	Eunectes notaeus	0
593	Gongylophis colubrinus	0
594	Gongylophis conicus	0
595	Gongylophis muelleri	0
596	Lichanura trivirgata	0
597	Ammotragus lervia	0
598	Budorcas taxicolor	0
599	Capra caucasica	0
600	Cephalophus dorsalis	0
601	Cephalophus silvicultor	0
602	Damaliscus pygargus	0
603	Damaliscus pygargus pygargus	0
604	Kobus leche	0
605	Ovis ammon	0
606	Ovis aries	0
607	Ovis bochariensis	0
608	Ovis canadensis	0
609	Ovis darwini	0
610	Ovis polii	0
611	Philantomba monticola	0
612	Saiga borealis	0
613	Saiga tatarica	0
614	Tillandsia harrisii	0
615	Tillandsia xerographica	0
616	Anthracoceros albirostris	0
617	Buceros spp.	0
618	Buceros hydrocorax	0
619	Buceros rhinoceros	0
620	Penelopides panini	0
621	Rhyticeros plicatus	0
622	Cacatua alba	0
623	Cacatua ducorpsii	0
624	Cacatua galerita	0
625	Cacatua leadbeateri	0
626	Cacatua sanguinea	0
627	Cacatua tenuirostris	0
628	Cacatuidae hybrid spp.	0
629	Callocephalon fimbriatum	0
630	Calyptorhynchus banksii	0
631	Calyptorhynchus baudinii	0
632	Calyptorhynchus funereus	0
633	Calyptorhynchus lathami	0
634	Calyptorhynchus latirostris	0
635	Eolophus roseicapilla	0
636	Armatocereus spp.	0
637	Armatocereus cartwrightianus	0
638	Astrophytum spp.	0
639	Astrophytum capricorne	0
640	Astrophytum caput-medusae	0
641	Astrophytum myriostigma	0
642	Astrophytum ornatum	0
643	Austrocylindropuntia cylindrica	0
644	Austrocylindropuntia subulata	0
645	Borzicactus acanthurus	0
646	Cactaceae spp.	0
647	Cereus spp.	0
648	Cereus albicaulis	0
649	Cereus hildmannianus	0
650	Cereus jamacaru	0
651	Cereus repandus	0
652	Cleistocactus spp.	0
653	Cleistocactus ayopayanus	0
654	Cleistocactus baumannii	0
655	Cleistocactus strausii	0
656	Cleistocactus winteri	0
657	Coleocephalocereus aureus	0
658	Consolea spp.	0
659	Consolea macracantha	0
660	Consolea moniliformis	0
661	Copiapoa spp.	0
662	Copiapoa calderana	0
663	Copiapoa cinerea	0
664	Copiapoa coquimbana	0
665	Copiapoa humilis	0
666	Copiapoa hypogaea	0
667	Copiapoa krainziana	0
668	Copiapoa marginata	0
669	Copiapoa megarhiza	0
670	Copiapoa montana	0
671	Copiapoa solaris	0
672	Cumulopuntia subterranea	0
673	Cylindropuntia hystrix	0
674	Dendrocereus nudiflorus	0
675	Denmoza rhodacantha	0
676	Disocactus spp.	0
677	Disocactus anguliger	0
678	Disocactus crenatus	0
679	Echinocactus grusonii	0
680	Echinocactus horizonthalonius	0
681	Echinocactus platyacanthus	0
682	Echinocereus adustus	0
683	Echinocereus pectinatus	0
684	Echinocereus reichenbachii	0
685	Echinopsis spp.	0
686	Echinopsis albispinosa	0
687	Echinopsis ancistrophora	0
688	Echinopsis angelesiae	0
689	Echinopsis atacamensis	0
690	Echinopsis backebergii	0
691	Echinopsis chamaecereus	0
692	Echinopsis chiloensis	0
693	Echinopsis cinnabarina	0
694	Echinopsis haematantha	0
695	Echinopsis hybrid	0
696	Echinopsis leucantha	0
697	Echinopsis pachanoi	0
698	Echinopsis pentlandii	0
699	Echinopsis rhodotricha	0
700	Echinopsis spiniflora	0
701	Echinopsis terscheckii	0
702	Echinopsis thionantha	0
703	Epiphyllum spp.	0
704	Epiphyllum oxypetalum	0
705	Eriosyce spp.	0
706	Eriosyce aurata	0
707	Eriosyce crispa	0
708	Eriosyce napina	0
709	Eriosyce taltalensis	0
710	Eriosyce villosa	0
711	Escobaria vivipara	0
712	Espostoa guentheri	0
713	Espostoa lanata	0
714	Espostoa melanostele	0
715	Espostoopsis dybowskii	0
716	Eulychnia acida	0
717	Ferocactus spp.	0
718	Ferocactus alamosanus	0
719	Ferocactus emoryi	0
720	Ferocactus glaucescens	0
721	Ferocactus gracilis	0
722	Ferocactus histrix	0
723	Ferocactus peninsulae	0
724	Ferocactus pilosus	0
725	Ferocactus schwarzii	0
726	Ferocactus viridescens	0
727	Frailea pygmaea	0
728	Gymnocalycium spp.	0
729	Gymnocalycium amerhauseri	0
730	Gymnocalycium andreae	0
731	Gymnocalycium anisitsii	0
732	Gymnocalycium baldianum	0
733	Gymnocalycium berchtii	0
734	Gymnocalycium bruchii	0
735	Gymnocalycium capillaense	0
736	Gymnocalycium castellanosii	0
737	Gymnocalycium eurypleurum	0
738	Gymnocalycium horstii	0
739	Gymnocalycium kieslingii	0
740	Gymnocalycium mihanovichii	0
741	Gymnocalycium mostii	0
742	Gymnocalycium neuhuberi	0
743	Gymnocalycium paediophilum	0
744	Gymnocalycium pflanzii	0
745	Gymnocalycium quehlianum	0
746	Gymnocalycium ragonesei	0
747	Gymnocalycium saglionis	0
748	Gymnocalycium spegazzinii	0
749	Harrisia earlei	0
750	Harrisia eriophora	0
751	Harrisia gracilis	0
752	Hylocereus triangularis	0
753	Leptocereus arboreus	0
754	Leptocereus assurgens	0
755	Leptocereus carinatus	0
756	Leptocereus scopulophilus	0
757	Leptocereus sylvestris	0
758	Leptocereus wrightii	0
759	Mammillaria spp.	0
760	Mammillaria albicans	0
761	Mammillaria backebergiana	0
762	Mammillaria bocasana	0
763	Mammillaria bombycina	0
764	Mammillaria elongata	0
765	Mammillaria fittkaui	0
766	Mammillaria grusonii	0
767	Mammillaria hahniana	0
768	Mammillaria hernandezii	0
769	Mammillaria karwinskiana	0
770	Mammillaria longimamma	0
771	Mammillaria luethyi	0
772	Mammillaria matudae	0
773	Mammillaria plumosa	0
774	Mammillaria prolifera	0
775	Mammillaria rhodantha	0
776	Mammillaria schiedeana	0
777	Mammillaria senilis	0
778	Mammillaria spinosissima	0
779	Mammillaria standleyi	0
780	Mammillaria vetula	0
781	Mammillaria zeilmanniana	0
782	Matucana aurantiaca	0
783	Matucana madisoniorum	0
784	Melocactus azureus	0
785	Melocactus curvispinus	0
786	Melocactus harlowii	0
787	Melocactus intortus	0
788	Melocactus matanzanus	0
789	Melocactus neryi	0
790	Melocactus oreas	0
791	Myrtillocactus geometrizans	0
792	Neoraimondia herzogiana	0
793	Nyctocereus serpentinus	0
794	Opuntia spp.	0
795	Opuntia aciculata	0
796	Opuntia basilaris	0
797	Opuntia ficus-indica	0
798	Opuntia humifusa	0
799	Opuntia hybrid	0
800	Opuntia leucotricha	0
801	Opuntia macrocentra	0
802	Opuntia microdasys	0
803	Opuntia monacantha	0
804	Opuntia phaeacantha	0
805	Opuntia polyacantha	0
806	Opuntia stricta	0
807	Opuntia triacantha	0
808	Oreocereus celsianus	0
809	Oreocereus hempelianus	0
810	Oreocereus trollii	0
811	Ortegocactus macdougallii	0
812	Pachycereus aragonii	0
813	Pachycereus marginatus	0
814	Pachycereus pecten-aboriginum	0
815	Pachycereus pringlei	0
816	Parodia spp.	0
817	Parodia alacriportana	0
818	Parodia comarapana	0
819	Parodia leninghausii	0
820	Parodia magnifica	0
821	Parodia mammulosa	0
822	Parodia penicillata	0
823	Parodia schumanniana	0
824	Parodia scopa	0
825	Parodia warasii	0
826	Pfeiffera boliviana	0
827	Pilosocereus spp.	0
828	Pilosocereus albisummus	0
829	Pilosocereus azulensis	0
830	Pilosocereus chrysostele	0
831	Pilosocereus gounellei	0
832	Pilosocereus pachycladus	0
833	Polaskia chende	0
834	Polaskia chichipe	0
835	Pseudorhipsalis acuminata	0
836	Pseudorhipsalis ramulosa	0
837	Puna spp.	0
838	Punotia lagopus	0
839	Pygmaeocereus bieblii	0
840	Rebutia spp.	0
841	Rebutia albipectinata	0
842	Rebutia arenacea	0
843	Rebutia canigueralii	0
844	Rebutia fidana	0
845	Rebutia heliosa	0
846	Rebutia minuscula	0
847	Rebutia pulvinosa	0
848	Rebutia pygmaea	0
849	Rhipsalis baccifera	0
850	Rhipsalis burchellii	0
851	Rhipsalis cereuscula	0
852	Rhipsalis clavata	0
853	Rhipsalis ewaldiana	0
854	Rhipsalis mesembryanthemoides	0
855	Rhipsalis pilocarpa	0
856	Rhipsalis pulchra	0
857	Rhipsalis teres	0
858	Schlumbergera truncata	0
859	Selenicereus grandiflorus	0
860	Selenicereus pteranthus	0
861	Selenicereus testudo	0
862	Stenocactus spp.	0
863	Stenocactus multicostatus	0
864	Stenocactus phyllacanthus	0
865	Stenocereus pruinosus	0
866	Stetsonia coryne	0
867	Tephrocactus alexanderi	0
868	Thelocactus hexaedrophorus	0
869	Thelocactus tulensis	0
870	Weberbauerocereus winterianus	0
871	Lama guanicoe	0
872	Canis lupus	0
873	Chrysocyon brachyurus	0
874	Cuon alpinus	0
875	Lycalopex griseus	0
876	Lycalopex gymnocercus	0
877	Vulpes zerda	0
878	Carcharhinus falciformis	0
879	Carcharhinus longimanus	0
880	Catalaphyllia jardinei	0
881	Euphyllia spp.	0
882	Euphyllia ancora	0
883	Euphyllia cristata	0
884	Euphyllia divisa	0
885	Euphyllia fimbriata	0
886	Euphyllia glabrescens	0
887	Euphyllia paraancora	0
888	Euphyllia paradivisa	0
889	Euphyllia yaeyamaensis	0
890	Lophelia pertusa	0
891	Paraconotrochus antarctica	0
892	Physogyra spp.	0
893	Physogyra lichtensteini	0
894	Plerogyra spp.	0
895	Plerogyra simplex	0
896	Plerogyra sinuosa	0
897	Plerogyra turbida	0
898	Callithrix argentata	0
899	Callithrix geoffroyi	0
900	Callithrix jacchus	0
901	Callithrix penicillata	0
902	Callithrix pygmaea	0
903	Cebus albifrons	0
904	Cebus apella	0
905	Cebus capucinus	0
906	Cebus olivaceus	0
907	Saguinus fuscicollis	0
908	Saguinus imperator	0
909	Saguinus labiatus	0
910	Saguinus midas	0
911	Saguinus mystax	0
912	Saimiri boliviensis	0
913	Saimiri sciureus	0
914	Allenopithecus nigroviridis	0
915	Cercocebus agilis	0
916	Cercocebus atys	0
917	Cercocebus chrysogaster	0
918	Cercocebus torquatus	0
919	Cercopithecus ascanius	0
920	Cercopithecus campbelli	0
921	Cercopithecus cephus	0
922	Cercopithecus dryas	0
923	Cercopithecus erythrogaster	0
924	Cercopithecus erythrotis	0
925	Cercopithecus hamlyni	0
926	Cercopithecus lhoesti	0
927	Cercopithecus mitis	0
928	Cercopithecus mona	0
929	Cercopithecus neglectus	0
930	Cercopithecus nictitans	0
931	Cercopithecus petaurista	0
932	Cercopithecus pogonias	0
933	Cercopithecus preussi	0
934	Cercopithecus sclateri	0
