ID	Label	Bipartito
92	Discocactus heptacanthus	0
93	Discocactus horstii	0
94	Discocactus placentiformis	0
95	Discocactus pseudoinsignis	0
96	Discocactus zehntneri	0
97	Echinocereus ferreiranus	0
98	Echinocereus schmollii	0
99	Escobaria minima	0
100	Escobaria sneedii	0
101	Escobaria sneedii leei	0
102	Leuchtenbergia principis	0
103	Mammillaria pectinifera	0
104	Mammillaria plumosa	0
105	Melocactus conoideus	0
106	Melocactus glaucescens	0
107	Obregonia denegrii	0
108	Pediocactus bradyi	0
109	Pediocactus bradyi despainii	0
110	Pediocactus bradyi winkleri	0
111	Pediocactus knowltonii	0
112	Pediocactus paradinei	0
113	Pediocactus peeblesianus	0
114	Pediocactus sileri	0
115	Pelecyphora spp.	0
116	Pelecyphora aselliformis	0
117	Pelecyphora strobiliformis	0
118	Sclerocactus brevihamatus	0
119	Sclerocactus erectocentrus	0
120	Sclerocactus glaucus	0
121	Sclerocactus mariposensis	0
122	Sclerocactus mesae-verdae	0
123	Sclerocactus papyracanthus	0
124	Sclerocactus pubispinus	0
125	Sclerocactus wrightiae	0
126	Strombocactus disciformis	0
127	Turbinicarpus spp.	0
128	Turbinicarpus gielsdorfianus	0
129	Turbinicarpus hoferi	0
130	Turbinicarpus horripilus	0
131	Turbinicarpus laui	0
132	Turbinicarpus lophophoroides	0
133	cultures	1
134	Turbinicarpus pseudomacrochele	0
135	Turbinicarpus pseudopectinatus	0
136	Turbinicarpus saueri	0
137	Turbinicarpus schmiedickeanus	0
138	Turbinicarpus subterraneus	0
139	Turbinicarpus swobodae	0
140	Turbinicarpus valdezianus	0
141	Turbinicarpus viereckii	0
142	Uebelmannia spp.	0
143	Uebelmannia buiningii	0
144	Uebelmannia gummifera	0
145	Uebelmannia pectinifera	0
146	Vicugna vicugna	0
147	hair	1
148	cloth	1
149	Speothos venaticus	0
150	Vultur gryphus	0
151	Callimico goeldii	0
152	Callithrix flaviceps	0
153	Leontopithecus spp.	0
154	Leontopithecus chrysomelas	0
155	Leontopithecus chrysopygus	0
156	Leontopithecus rosalia	0
157	Saguinus bicolor	0
158	Saguinus oedipus	0
159	Saimiri oerstedii	0
160	Cercopithecus diana	0
161	Macaca silenus	0
162	Mandrillus spp.	0
163	Mandrillus leucophaeus	0
164	Mandrillus sphinx	0
165	leather items	1
166	Piliocolobus kirkii	0
167	Rhinopithecus roxellana	0
168	Semnopithecus entellus	0
169	Cervus elaphus hanglu	0
170	Dama dama mesopotamica	0
171	Ozotoceros bezoarticus	0
172	Pudu puda	0
173	Rucervus eldii	0
174	Cheirogaleus spp.	0
175	Cheirogaleus medius	0
176	Microcebus spp.	0
177	Microcebus murinus	0
178	Microcebus rufus	0
179	Mirza coquereli	0
180	Caretta caretta	0
181	carapaces	1
182	eggs	1
183	Chelonia spp.	0
184	Chelonia mydas	0
185	Cheloniidae spp.	0
186	scales	1
187	derivatives	1
188	meat	1
189	soup	1
190	oil	1
191	Eretmochelys imbricata	0
192	leather products (large)	1
193	Lepidochelys kempii	0
194	Lepidochelys olivacea	0
195	Natator depressus	0
196	Chinchilla lanigera	0
197	Ciconia spp.	0
198	Ciconia boyciana	0
199	Caloenas nicobarica	0
200	Saussurea costus	0
201	extract	1
202	roots	1
203	Cotinga maculata	0
204	Crax blumenbachii	0
205	Mitu mitu	0
206	Oreophasis derbianus	0
207	Pipile pipile	0
208	Crocodylidae spp.	0
209	Crocodylus acutus	0
210	Crocodylus cataphractus	0
211	Crocodylus hybrid	0
212	Crocodylus intermedius	0
213	Crocodylus moreletii	0
214	Crocodylus niloticus	0
215	Crocodylus porosus	0
216	Crocodylus rhombifer	0
217	Crocodylus siamensis	0
218	feet	1
219	Osteolaemus tetraspis	0
220	Tomistoma schlegelii	0
221	Fitzroya cupressoides	0
222	timber carvings	1
223	timber	1
224	sawn wood	1
225	Pilgerodendron uviferum	0
226	Daubentonia madagascariensis	0
227	Sotalia fluviatilis	0
228	Sousa chinensis	0
229	Sousa teuszii	0
230	Dermochelys coriacea	0
231	Dugong dugon	0
232	Elephantidae spp.	0
233	ivory carvings	1
234	ivory pieces	1
235	tusks	1
236	ivory scraps	1
237	sets of piano keys	1
238	Elephas spp.	0
239	Elephas maximus	0
240	Loxodonta africana	0
241	leather	1
242	ears	1
243	tails	1
244	Terrapene coahuila	0
245	Equus africanus	0
246	Equus grevyi	0
247	Equus hybrid	0
248	Equus przewalskii	0
249	Equus zebra zebra	0
250	Eschrichtius robustus	0
251	Euphorbia ambovombensis	0
252	Euphorbia cylindrifolia	0
253	Euphorbia decaryi	0
254	Euphorbia decaryi var. spirosticha	0
255	Euphorbia francoisii	0
256	Euphorbia moratii	0
257	Falco hybrid	0
258	Falco jugger	0
259	Falco pelegrinoides	0
260	Falco pelegrinoides babylonicus	0
261	Falco peregrinus	0
262	Falco peregrinus anatum	0
263	Falco peregrinus peregrinus	0
264	Falco punctatus	0
265	Falco rusticolus	0
266	Acinonyx jubatus	0
267	Caracal caracal	0
268	Catopuma temminckii	0
269	Felis nigripes	0
270	Herpailurus yagouaroundi	0
271	Leopardus geoffroyi	0
272	Leopardus jacobita	0
273	Leopardus pardalis	0
274	Leopardus pardalis mitis	0
275	Leopardus tigrinus	0
276	Leopardus wiedii	0
277	Lynx pardinus	0
278	Neofelis nebulosa	0
279	Panthera hybrid	0
280	Panthera leo	0
281	Panthera onca	0
282	Panthera pardus	0
283	claws	1
284	plates	1
285	skin scraps	1
286	Panthera tigris	0
287	Panthera uncia	0
288	Prionailurus bengalensis	0
289	Prionailurus bengalensis bengalensis	0
290	Puma concolor	0
291	Puma concolor couguar	0
292	Carduelis cucullata	0
293	Gavialis gangeticus	0
294	Geoclemys hamiltonii	0
295	Melanochelys tricarinata	0
296	Pangshura tecta	0
297	Grus americana	0
298	Grus japonensis	0
299	Grus leucogeranus	0
300	Grus monacha	0
301	Grus nigricollis	0
302	Grus vipio	0
303	Gorilla gorilla	0
304	Pan paniscus	0
305	Pan troglodytes	0
306	Pongo abelii	0
307	Pongo pygmaeus	0
308	Hylobates spp.	0
309	Hylobates lar	0
310	Hylobates moloch	0
311	Hylobates muelleri	0
312	Nomascus concolor	0
313	Nomascus leucogenys	0
314	Symphalangus syndactylus	0
315	Xanthopsar flavus	0
316	Brachylophus fasciatus	0
317	Brachylophus vitiensis	0
318	Cyclura spp.	0
319	Cyclura collei	0
320	Cyclura cornuta	0
321	Cyclura lewisi	0
322	Cyclura nubila	0
323	Cyclura rileyi	0
324	Sauromalus varius	0
325	Avahi laniger	0
326	Propithecus diadema	0
327	Propithecus verreauxi	0
328	Dalbergia nigra	0
329	furniture	1
330	timber pieces	1
331	veneer	1
332	Eulemur spp.	0
333	Eulemur albifrons	0
334	Eulemur coronatus	0
335	Eulemur fulvus	0
336	Eulemur macaco	0
337	Eulemur rubriventer	0
338	Eulemur rufus	0
339	Hapalemur aureus	0
340	Hapalemur griseus	0
341	Lemur catta	0
342	Lemur fulvus	0
343	Lemuridae spp.	0
344	Varecia rubra	0
345	Varecia variegata	0
346	Lepilemur mustelinus	0
347	Romerolagus diazi	0
348	Aloe albida	0
349	Aloe alfredii	0
350	Aloe bakeri	0
351	Aloe bellatula	0
352	Aloe calcairophila	0
353	Aloe compressa	0
354	Aloe compressa var. rugosquamosa	0
355	Aloe descoingsii	0
356	Aloe fragilis	0
357	Aloe haworthioides	0
358	Aloe laeta	0
359	Aloe parvula	0
360	Aloe pillansii	0
361	Aloe polyphylla	0
362	Aloe rauhii	0
363	Aloe suzannae	0
364	Eos histrio	0
365	Dendrolagus spp.	0
366	Dyscophus antongilii	0
367	Moschus spp.	0
368	Moschus moschiferus	0
369	Lontra longicaudis	0
370	Lutra lutra	0
371	Mustela nigripes	0
372	Pteronura brasiliensis	0
373	Caperea marginata	0
374	Nepenthes khasiana	0
375	Nepenthes rajah	0
376	Cattleya spp.	0
377	Cattleya jongheana	0
378	Cattleya lobata	0
379	Cattleya skinneri	0
380	Dendrobium cruentum	0
381	Mexipedium xerophyticum	0
382	Orchidaceae spp.	0
383	Orchidaceae hybrid	0
384	Paphiopedilum spp.	0
385	flowers	1
386	stems	1
387	Paphiopedilum acmodontum	0
388	Paphiopedilum adductum	0
389	Paphiopedilum appletonianum	0
390	Paphiopedilum argus	0
391	Paphiopedilum armeniacum	0
392	Paphiopedilum barbatum	0
393	Paphiopedilum barbigerum	0
394	Paphiopedilum bellatulum	0
395	Paphiopedilum bullenianum	0
396	Paphiopedilum callosum	0
397	Paphiopedilum charlesworthii	0
398	Paphiopedilum ciliolare	0
399	Paphiopedilum concolor	0
400	Paphiopedilum dayanum	0
401	Paphiopedilum delenatii	0
402	Paphiopedilum dianthum	0
403	Paphiopedilum druryi	0
404	Paphiopedilum emersonii	0
405	Paphiopedilum exul	0
406	Paphiopedilum fairrieanum	0
407	Paphiopedilum fowliei	0
408	Paphiopedilum glanduliferum	0
409	Paphiopedilum glaucophyllum	0
410	Paphiopedilum godefroyae	0
411	Paphiopedilum gratrixianum	0
412	Paphiopedilum haynaldianum	0
413	Paphiopedilum hennisianum	0
414	Paphiopedilum henryanum	0
415	Paphiopedilum hirsutissimum	0
416	Paphiopedilum hookerae	0
417	Paphiopedilum insigne	0
418	Paphiopedilum javanicum	0
419	Paphiopedilum kolopakingii	0
420	Paphiopedilum lawrenceanum	0
421	Paphiopedilum liemianum	0
422	Paphiopedilum lowii	0
423	Paphiopedilum malipoense	0
424	Paphiopedilum mastersianum	0
425	Paphiopedilum micranthum	0
426	Paphiopedilum moquetteanum	0
427	Paphiopedilum niveum	0
428	Paphiopedilum papuanum	0
429	Paphiopedilum parishii	0
430	Paphiopedilum philippinense	0
431	Paphiopedilum praestans	0
432	Paphiopedilum primulinum	0
433	Paphiopedilum purpuratum	0
434	Paphiopedilum randsii	0
435	Paphiopedilum rothschildianum	0
436	Paphiopedilum sanderianum	0
437	Paphiopedilum schoseri	0
438	Paphiopedilum spicerianum	0
439	Paphiopedilum stonei	0
440	Paphiopedilum sukhakulii	0
441	Paphiopedilum supardii	0
442	Paphiopedilum superbiens	0
443	Paphiopedilum tonsum	0
444	Paphiopedilum urbanianum	0
445	Paphiopedilum venustum	0
446	Paphiopedilum victoria-mariae	0
447	Paphiopedilum victoria-regina	0
448	Paphiopedilum villosum	0
449	Paphiopedilum violascens	0
450	Paphiopedilum wardii	0
451	Paphiopedilum wentworthianum	0
452	Paphiopedilum wilhelminae	0
453	Peristeria elata	0
454	Phragmipedium spp.	0
455	Phragmipedium besseae	0
456	Phragmipedium boissierianum	0
457	Phragmipedium caricinum	0
458	Phragmipedium caudatum	0
459	Phragmipedium dalessandroi	0
460	Phragmipedium hirtzii	0
461	Phragmipedium lindenii	0
462	Phragmipedium lindleyanum	0
463	Phragmipedium longifolium	0
464	Phragmipedium pearcei	0
465	Phragmipedium sargentianum	0
466	Phragmipedium schlimii	0
467	Phragmipedium vittatum	0
468	Phragmipedium warszewiczianum	0
469	Renanthera imschootiana	0
470	Tipularia cunninghamii	0
471	Vanda coerulea	0
472	Zygopetalum spp.	0
473	Scleropages formosus	0
474	Chlamydotis undulata	0
475	Pangasianodon gigas	0
476	Papilio hospiton	0
477	Pelecanus crispus	0
478	Catreus wallichii	0
479	Crossoptilon crossoptilon	0
480	Crossoptilon mantchuricum	0
481	Lophophorus impejanus	0
482	Lophura edwardsi	0
483	Lophura imperialis	0
484	Lophura swinhoii	0
485	Polyplectron napoleonis	0
486	Rheinardia ocellata	0
487	Syrmaticus ellioti	0
488	Syrmaticus humiae	0
489	Syrmaticus mikado	0
490	Tragopan blythii	0
491	Tragopan caboti	0
492	Tympanuchus cupido attwateri	0
493	Monachus spp.	0
494	Monachus schauinslandi	0
495	Neophocaena phocaenoides	0
496	Phocoena sinus	0
497	Physeter macrocephalus	0
498	wax	1
499	Amazona barbadensis	0
500	Amazona brasiliensis	0
501	Amazona leucocephala	0
502	Amazona pretrei	0
503	Amazona rhodocorytha	0
504	Amazona tucumana	0
505	Amazona versicolor	0
506	Amazona vinacea	0
507	Anodorhynchus glaucus	0
508	Anodorhynchus hyacinthinus	0
509	Anodorhynchus leari	0
510	Ara ambiguus	0
511	Ara glaucogularis	0
512	Ara hybrid	0
513	Ara macao	0
514	Ara militaris	0
515	Ara rubrogenys	0
516	Cyanopsitta spixii	0
517	Cyanoramphus novaezelandiae	0
518	Guarouba guarouba	0
519	Pionopsitta pileata	0
520	Primolius maracana	0
521	Psephotus chrysopterygius	0
522	Psephotus dissimilis	0
523	Psittacula echo	0
524	Pyrrhura cruentata	0
525	Rhynchopsitta spp.	0
526	Rhynchopsitta pachyrhyncha	0
527	Pteropus mariannus	0
528	Pteropus tonganus	0
529	Python molurus	0
530	Python molurus molurus	0
531	Gallirallus sylvestris	0
532	Pterocnemia pennata	0
533	Ceratotherium simum	0
534	Ceratotherium simum cottoni	0
535	Ceratotherium simum simum	0
536	Dicerorhinus sumatrensis	0
537	Diceros bicornis	0
538	Rhinoceros spp.	0
539	horn carvings	1
540	Rhinoceros unicornis	0
541	Rhinocerotidae spp.	0
542	Rhynochetos jubatus	0
543	Spheniscus humboldti	0
544	Sphenodon punctatus	0
545	Stangeria eriopus	0
546	Struthio camelus	0
547	Leucopsar rothschildi	0
548	Babyrousa babyrussa	0
549	Tapirus bairdii	0
550	Tapirus indicus	0
551	Catagonus wagneri	0
552	Astrochelys radiata	0
553	Chelonoidis niger	0
554	Testudinidae spp.	0
555	Testudo kleinmanni	0
556	Geronticus eremita	0
557	Trichechus inunguis	0
558	Trichechus manatus	0
559	Trichechus senegalensis	0
560	Pharomachrus mocinno	0
561	Villosa trabalis	0
562	Ailuropoda melanoleuca	0
563	Helarctos malayanus	0
564	Tremarctos ornatus	0
565	Ursus arctos	0
566	Ursus arctos isabellinus	0
567	Ursus thibetanus	0
568	Varanus griseus	0
569	Varanus komodoensis	0
570	Ceratozamia spp.	0
571	Ceratozamia hildae	0
572	Ceratozamia kuesteriana	0
573	Ceratozamia latifolia	0
574	Ceratozamia norstogii	0
575	Ceratozamia robusta	0
576	Encephalartos spp.	0
577	Encephalartos aemulans	0
578	Encephalartos altensteinii	0
579	Encephalartos arenarius	0
580	Encephalartos bubalinus	0
581	Encephalartos caffer	0
582	Encephalartos cerinus	0
583	Encephalartos concinnus	0
584	Encephalartos cupidus	0
585	Encephalartos cycadifolius	0
586	Encephalartos dolomiticus	0
587	Encephalartos dyerianus	0
588	Encephalartos eugene-maraisii	0
589	Encephalartos ferox	0
590	Encephalartos friderici-guilielmi	0
591	Encephalartos ghellinckii	0
592	Encephalartos gratus	0
593	Encephalartos heenanii	0
594	Encephalartos hildebrandtii	0
595	Encephalartos horridus	0
596	Encephalartos humilis	0
597	Encephalartos hybrid	0
598	Encephalartos inopinus	0
599	Encephalartos kisambo	0
600	Encephalartos laevifolius	0
601	Encephalartos lanatus	0
602	Encephalartos latifrons	0
603	Encephalartos laurentianus	0
604	Encephalartos lebomboensis	0
605	Encephalartos lehmannii	0
606	Encephalartos longifolius	0
607	Encephalartos manikensis	0
608	Encephalartos middelburgensis	0
609	Encephalartos munchii	0
610	Encephalartos natalensis	0
611	Encephalartos ngoyanus	0
612	Encephalartos nubimontanus	0
613	Encephalartos paucidentatus	0
614	Encephalartos princeps	0
615	Encephalartos pterogonus	0
616	Encephalartos sclavoi	0
617	Encephalartos senticosus	0
618	Encephalartos tegulaneus	0
619	Encephalartos transvenosus	0
620	Encephalartos trispinosus	0
621	Encephalartos umbeluziensis	0
622	Encephalartos villosus	0
623	Berardius bairdii	0
624	Hyperoodon ampullatus	0
625	Cetacea spp.	0
626	Chelonia agassizii	0
627	Crocodylia spp.	0
628	Primates spp.	0
629	Proboscidea spp.	0
630	Accipiter spp.	0
631	Accipiter cooperii	0
632	Accipiter gentilis	0
633	Accipiter gularis	0
634	Accipiter madagascariensis	0
635	Accipiter melanoleucus	0
636	Accipiter nisus	0
637	Accipiter ovampensis	0
638	Accipiter poliocephalus	0
639	Accipiter striatus	0
640	Accipiter tachiro	0
641	Accipiter virgatus	0
642	Accipitridae spp.	0
643	Aegypius monachus	0
644	Aquila spp.	0
645	Aquila chrysaetos	0
646	Aquila clanga	0
647	Aquila nipalensis	0
648	Aquila pomarina	0
649	Aquila rapax	0
650	Asturina nitida	0
651	Buteo spp.	0
652	Buteo albicaudatus	0
653	Buteo albonotatus	0
654	Buteo buteo	0
655	Buteo jamaicensis	0
656	Buteo lagopus	0
657	Buteo magnirostris	0
658	Buteo platypterus	0
659	Buteo polyosoma	0
660	Buteo regalis	0
661	Buteo rufinus	0
662	Buteo rufofuscus	0
663	Circaetus gallicus	0
664	Circus aeruginosus	0
665	Circus approximans	0
666	Circus cyaneus	0
667	Circus macrourus	0
668	Circus melanoleucos	0
669	Elanus caeruleus	0
670	Elanus leucurus	0
671	Gypaetus barbatus	0
672	Gypohierax angolensis	0
673	Gyps africanus	0
674	Gyps bengalensis	0
675	Gyps coprotheres	0
676	Gyps fulvus	0
677	Gyps himalayensis	0
678	Gyps rueppellii	0
679	Haliaeetus spp.	0
680	Haliaeetus pelagicus	0
681	shells	1
682	Haliaeetus vocifer	0
683	Haliaeetus vociferoides	0
684	Harpagus bidentatus	0
685	Harpyopsis novaeguineae	0
686	Hieraaetus fasciatus	0
687	Hieraaetus kienerii	0
688	Hieraaetus wahlbergi	0
689	Leptodon cayanensis	0
690	Leucopternis albicollis	0
691	Melierax canorus	0
692	Micronisus gabar	0
693	Milvus spp.	0
694	Milvus migrans	0
695	Necrosyrtes monachus	0
696	Neophron percnopterus	0
697	Oroaetus isidori	0
698	Parabuteo unicinctus	0
699	Pernis apivorus	0
700	Polyboroides typus	0
701	Spilornis cheela	0
702	Torgos tracheliotus	0
703	Trigonoceps occipitalis	0
704	Acipenser oxyrinchus	0
705	Acropora spp.	0
706	raw corals	1
707	Acropora aculeus	0
708	Acropora acuminata	0
709	Acropora aspera	0
710	Acropora austera	0
711	Acropora carduus	0
712	Acropora cervicornis	0
713	Acropora clathrata	0
714	Acropora cytherea	0
715	Acropora dendrum	0
716	Acropora digitifera	0
717	Acropora divaricata	0
718	Acropora donei	0
719	Acropora echinata	0
720	Acropora florida	0
721	Acropora formosa	0
722	Acropora gemmifera	0
723	Acropora grandis	0
724	Acropora granulosa	0
725	Acropora horrida	0
726	Acropora humilis	0
727	Acropora hyacinthus	0
728	Acropora latistella	0
729	Acropora loripes	0
730	Acropora microclados	0
731	Acropora microphthalma	0
732	Acropora millepora	0
733	Acropora nana	0
734	Acropora nasuta	0
735	Acropora nobilis	0
736	Acropora palifera	0
737	Acropora paniculata	0
738	Acropora polystoma	0
739	Acropora pulchra	0
740	Acropora robusta	0
741	Acropora samoensis	0
742	Acropora sarmentosa	0
743	Acropora secale	0
744	Acropora selago	0
745	Acropora spicifera	0
746	Acropora subulata	0
747	Acropora tenuis	0
748	Acropora tortuosa	0
749	Acropora valenciennesi	0
750	Acropora valida	0
751	Acropora variabilis	0
752	Acropora vaughani	0
753	Anacropora spp.	0
754	Montipora spp.	0
755	Montipora aequituberculata	0
756	Montipora capricornis	0
757	Montipora digitata	0
758	Montipora nodosa	0
759	Saara hardwickii	0
760	Uromastyx spp.	0
761	Uromastyx acanthinura	0
762	Uromastyx aegyptia	0
763	Uromastyx benti	0
764	Uromastyx dispar	0
765	Uromastyx geyri	0
766	Uromastyx ocellata	0
767	Uromastyx ornata	0
768	Agaricia agaricites	0
769	Coeloseris mayeri	0
770	Gardineroseris spp.	0
771	Leptoseris foliosa	0
772	Pachyseris spp.	0
773	Pachyseris rugosa	0
774	Pavona spp.	0
775	Pavona cactus	0
776	Pavona clavus	0
777	Pavona decussata	0
778	Pavona gigantea	0
779	Pavona maldivensis	0
780	Pavona varians	0
781	Agave spp.	0
782	Agave victoriae-reginae	0
783	Alligatoridae spp.	0
784	Alligator mississippiensis	0
785	Caiman spp.	0
786	Caiman crocodilus	0
787	Caiman crocodilus crocodilus	0
788	Caiman crocodilus fuscus	0
789	Paleosuchus spp.	0
790	Paleosuchus palpebrosus	0
791	Paleosuchus trigonatus	0
792	Galanthus spp.	0
793	Galanthus elwesii	0
794	Galanthus ikariae	0
795	Galanthus lagodechianus	0
796	Galanthus nivalis	0
797	Galanthus plicatus	0
798	Galanthus transcaucasicus	0
799	Galanthus woronowii	0
800	Sternbergia spp.	0
801	Sternbergia greuteriana	0
802	Sternbergia lutea	0
803	Sternbergia sicula	0
804	Ambystoma mexicanum	0
805	Anas formosa	0
806	Branta ruficollis	0
807	Coscoroba coscoroba	0
808	Cygnus melancoryphus	0
809	Dendrocygna arborea	0
810	Oxyura leucocephala	0
811	Sarkidiornis melanotos	0
812	Antipathes spp.	0
813	Antipathes densa	0
814	Cirrhipathes anguina	0
815	Stichopathes gracilis	0
816	Aotus spp.	0
817	Aotus nancymaae	0
818	Aotus trivirgatus	0
819	Aotus vociferans	0
820	Pachypodium spp.	0
821	Pachypodium bispinosum	0
822	Pachypodium brevicaule	0
823	Pachypodium densiflorum	0
824	Pachypodium geayi	0
825	Pachypodium horombense	0
826	Pachypodium lamerei	0
827	Pachypodium lealii	0
828	Pachypodium namaquanum	0
829	Pachypodium rosulatum	0
830	Pachypodium rutenbergianum	0
831	Pachypodium sofiense	0
832	Pachypodium succulentum	0
833	Panax quinquefolius	0
834	fibres	1
835	Arapaima gigas	0
836	Araucaria araucana	0
837	Allobates femoralis	0
838	Ceropegia spp.	0
839	Ceropegia africana	0
840	Ceropegia armandii	0
841	Ceropegia cimiciodora	0
842	Ceropegia conrathii	0
843	Ceropegia distincta	0
844	Ceropegia fortuita	0
845	Ceropegia fusca	0
846	Ceropegia linearis	0
847	Ceropegia occulta	0
848	Ceropegia pachystelma	0
849	Ceropegia sandersonii	0
850	Ceropegia stentiae	0
851	Ceropegia woodii	0
852	Alouatta spp.	0
853	Alouatta pigra	0
854	Ateles spp.	0
855	Ateles belzebuth	0
856	Ateles fusciceps	0
857	Ateles geoffroyi	0
858	Ateles paniscus	0
859	Lagothrix spp.	0
860	Balaeniceps rex	0
861	Podophyllum spp.	0
862	Podophyllum hexandrum	0
863	Boidae spp.	0
864	Calabaria reinhardtii	0
865	Candoia spp.	0
866	Candoia aspera	0
867	Candoia bibroni	0
868	Candoia carinata	0
869	Corallus spp.	0
870	Corallus caninus	0
871	Corallus cookii	0
872	Corallus hortulanus	0
873	Epicrates spp.	0
874	Epicrates angulifer	0
875	Epicrates cenchria	0
876	Epicrates maurus	0
877	Epicrates striatus	0
878	Eryx johnii	0
879	Eryx miliaris	0
880	Eunectes murinus	0
881	Eunectes notaeus	0
882	Gongylophis colubrinus	0
883	Gongylophis conicus	0
884	Lichanura trivirgata	0
885	Ammotragus lervia	0
886	Budorcas taxicolor	0
887	Cephalophus dorsalis	0
888	Cephalophus silvicultor	0
889	Damaliscus pygargus	0
890	Damaliscus pygargus pygargus	0
891	Kobus leche	0
892	Ovis ammon	0
893	Ovis canadensis	0
894	Ovis darwini	0
895	Ovis karelini	0
896	Philantomba monticola	0
897	Saiga tatarica	0
898	Tillandsia spp.	0
899	Tillandsia harrisii	0
900	Tillandsia kautskyi	0
901	Tillandsia xerographica	0
902	Aceros spp.	0
903	Aceros cassidix	0
904	Aceros corrugatus	0
905	Aceros leucocephalus	0
906	Anorrhinus spp.	0
907	Anthracoceros albirostris	0
908	Buceros hydrocorax	0
909	Buceros rhinoceros	0
910	Penelopides spp.	0
911	Penelopides exarhatus	0
912	Rhyticeros plicatus	0
913	Rhyticeros undulatus	0
914	Cacatua spp.	0
915	Cacatua alba	0
916	Cacatua ducorpsii	0
917	Cacatua galerita	0
918	Cacatua hybrid	0
919	Cacatua leadbeateri	0
920	Cacatua ophthalmica	0
921	Cacatua pastinator	0
922	Cacatua sanguinea	0
923	Cacatua sulphurea	0
924	Cacatua tenuirostris	0
925	Callocephalon fimbriatum	0
926	Calyptorhynchus banksii	0
927	Eolophus roseicapilla	0
928	Acanthocereus cuixmalensis	0
929	Acanthocereus maculatus	0
930	Acanthocereus tetragonus	0
931	Acharagma roseanum	0
932	Aporocactus spp.	0
933	Aporocactus martianus	0
934	Armatocereus cartwrightianus	0
935	Armatocereus laetus	0
936	Armatocereus matucanensis	0
937	Armatocereus procerus	0
938	Armatocereus rauhii	0
939	Arrojadoa spp.	0
940	Arrojadoa rhodantha	0
941	Astrophytum spp.	0
942	dried plants	1
943	Astrophytum capricorne	0
944	Astrophytum myriostigma	0
945	Astrophytum ornatum	0
946	Austrocactus coxii	0
947	Austrocactus spiniflorus	0
948	Austrocylindropuntia floccosa	0
949	Austrocylindropuntia pachypus	0
950	Austrocylindropuntia subulata	0
951	Austrocylindropuntia vestita	0
952	Aztekium hintonii	0
953	Blossfeldia spp.	0
954	Blossfeldia liliputana	0
955	Borzicactus spp.	0
956	Borzicactus fieldianus	0
957	Borzicactus icosagonus	0
958	Brasiliopuntia brasiliensis	0
959	Browningia candelaris	0
960	Browningia chlorocarpa	0
961	Browningia hertlingiana	0
962	Cactaceae hybrid	0
963	Calymmanthium substerile	0
964	Carnegiea gigantea	0
965	fruit	1
966	Cephalocereus spp.	0
967	Cephalocereus euphorbioides	0
968	Cephalocereus polylophus	0
969	Cephalocereus senilis	0
970	Cereus spp.	0
971	Cereus aethiops	0
972	Cereus hexagonus	0
973	Cereus hildmannianus	0
974	Cereus jamacaru	0
975	Cereus repandus	0
