ID	Label
1284	Key Largo
1285	Antitrust
1286	Lost in Translation
1287	Collateral Damage
1288	Ghost World
1289	Frantic
1290	Hawks
1291	Aces High
1292	King Kong
1293	Castaway
1294	Twins
1295	Ring 0: Birthday
1296	That Darn Cat!
1297	Mission: Impossible
1298	Book of Shadows: Blair Witch 2
1299	Heaven
1300	El Norte
1301	Ginger Snaps
1302	The Bourne Identity
1303	Caveman
1304	Bob & Carol & Ted & Alice
1305	Seabiscuit
1306	Resurrection
1307	Waterloo
1308	Birdy
1309	P.S.
1310	Making Mr. Right
1311	Howards End
1312	Zulu
1313	The Insider
1314	The Club
1315	The Black Stallion
1316	Viva Zapata!
1317	Timeline
1318	Carrington V.C.
1319	Day for Night
1320	The Doors
1321	Harvey
1322	Run
1323	Don't Look Now
1324	Snake in the Eagle's Shadow
1325	Honey
1326	Intimacy
1327	Double Jeopardy
1328	Halloween
1329	Max Keeble's Big Move
1330	Bulldog Drummond
1331	The Last of the Mohicans
1332	Anne of Green Gables
1333	Dinosaur
1334	Face/Off
1335	Caravan of Courage: An Ewok Adventure
1336	Paparazzi
1337	Rat Race
1338	Salome
1339	Ned Kelly
1340	Gremlins 2: The New Batch
1341	Legend
1342	Jezebel
1343	A.I.
1344	Mission: Impossible II
1345	Reign: The Conqueror
1346	Ramona
1347	Cyclo
1348	Kama Sutra: A Tale of Love
1349	Collateral
1350	Ace Ventura: Pet Detective
1351	Laura
1352	The Naked Gun 2 1/2: The Smell of Fear
1353	Hans Christian Andersen
1354	Taxi
1355	Fargo
1356	By Dawn's Early Light
1357	Firefox
1358	What a Girl Wants
1359	Badlands
1360	Sister Act 2: Back in the Habit
1361	The Party
1362	Laputa: Castle in the Sky
1363	The Beast
1364	The Cotton Club
1365	Suddenly
1366	Troy
1367	Madagascar
1368	The Mask
1369	San Francisco
1370	Look Who's Talking Too
1371	That Thing You Do!
1372	Casino Royale
1373	The Baby-Sitters Club
1374	The Sand Pebbles
1375	Darling
1376	Z
1377	Cube
1378	Godzilla 2000: Millennium
1379	Lilo & Stitch
1380	Pandemonium
1381	Conspiracy Theory
1382	Dumb & Dumberer
1383	Cocoon: The Return
1384	The Shining
1385	The Blue Lagoon
1386	Chaplin
1387	The War of the Roses
1388	Armageddon
1389	Apt Pupil
1390	Captain Newman, M.D.
1391	Around the World in Eighty Days
1392	Stitch! The Movie
1393	Salvador
1394	Child's Play 2
1395	Hardcore
1396	Toys
1397	To Wong Foo, Thanks for Everything! Julie Newmar
1398	The Haunting
1399	With a Song in My Heart
1400	Rounders
1401	Atlantis: The Lost Empire
1402	Clockwise
1403	Dreams
1404	Ice Station Zebra
1405	Backlash
1406	Freeway
1407	Sleeper
1408	Tron
1409	The Flintstones
1410	Me, Myself & Irene
1411	Strange Days
1412	Afterglow
1413	The Damned
1414	Cat People
1415	Cars
1416	Morning Glory
1417	Mr. Mike's Mondo Video
1418	Heaven Can Wait
1419	Harry Potter and the Philosopher's Stone
1420	Skippy
1421	New York, New York
1422	Three Coins in the Fountain
1423	City of God
1424	Legally Blonde 2: Red, White & Blonde
1425	Wes Craven's New Nightmare
1426	Tom & Viv
1427	Lagaan: Once Upon a Time in India
1428	Grand Hotel
1429	Caligula
1430	Jimmy Neutron: Boy Genius
1431	Calamity Jane
1432	What About Bob?
1433	Dunkirk
1434	Walkabout
1435	Carnal Knowledge
1436	The Thin Man
1437	Ray
1438	Darby O'Gill and the Little People
1439	House Party
1440	Prizzi's Honor
1441	Superman IV: The Quest For Peace
1442	Mishima: A Life in Four Chapters
1443	The Taking of Pelham One Two Three
1444	King Arthur
1445	Josie and the Pussycats
1446	Disraeli
1447	Daredevil
1448	Dragon: The Bruce Lee Story
1449	Medusa: Dare to Be Truthful
1450	Merlin's Shop of Mystical Wonders
1451	Doom
1452	The Grave
1453	Bound
1454	Closer
1455	The Line, the Cross and the Curve
1456	Red Planet
1457	The Big Bounce
1458	Othello
1459	The Great Escape II: The Untold Story
1460	Benny & Joon
1461	Intermission
1462	Star Trek III: The Search for Spock
1463	Independence Day
1464	Room Service
1465	Resident Evil: Apocalypse
1466	Beat the Devil
1467	Night Watch
1468	Summer School
1469	After Life
1470	Ulee's Gold
1471	Major League
1472	Beethoven's 4th
1473	Black Sabbath
1474	That Was Then... This Is Now
1475	Pearl Harbor
1476	Island in the Sun
1477	The Broken Hearts Club: A Romantic Comedy
1478	Romy and Michele's High School Reunion
1479	My Foolish Heart
1480	Layer Cake
1481	Dick
1482	The Big Kahuna
1483	Nothing Lasts Forever
1484	The Gambler
1485	The Librarian
1486	Soldier
1487	Scooby-Doo
1488	Little Women
1489	Kids
1490	Double Vision
1491	Sleeping with the Enemy
1492	Marnie
1493	Enemy of the State
1494	The Crow
1495	Atlantic City
1496	Wayne's World
1497	Piccadilly
1498	Gettysburg
1499	Juarez
1500	Entrapment
1501	Xanadu
1502	Tequila Sunrise
1503	Dazed and Confused
1504	Scandal
1505	The Jacksons: An American Dream
1506	Mr. Holland's Opus
1507	Pocahontas
1508	The Portrait of a Lady
1509	King Rat
1510	Look at Me
1511	Harry Potter and the Chamber of Secrets
1512	Die Hard: With a Vengeance
1513	Blue Murder at St Trinian's
1514	Signs
1515	Lifeforce
1516	Sorry, Wrong Number
1517	Aladdin
1518	The Lord of the Rings: The Two Towers
1519	Avalon
1520	O Lucky Man!
1521	The Island
1522	Judgment Night
1523	Monkey Business
1524	The Last Tycoon
1525	Congo
1526	McLintock!
1527	Titanic
1528	The Nanny
1529	Bulletproof
1530	Nam's Angels
1531	Tales from the Crypt presents: Demon Knight
1532	Ladies and Gentlemen, The Fabulous Stains
1533	Lost in Space
1534	Blade
1535	Hell's Hinges
1536	Babes in Toyland
1537	The Killer
1538	Love Me Tender
1539	Smash-Up, the Story of a Woman
1540	Teacher's Pet
1541	The Lord of the Rings: The Fellowship of the Ring
1542	Smilin' Through
1543	Godzilla: Final Wars
1544	Tora! Tora! Tora!
1545	C.H.U.D.
1546	Malcolm X
1547	The 'Burbs
1548	Party Girl
1549	Stray Dog
1550	North
1551	Flirting
1552	Arrowsmith
1553	Ring
1554	Rangeela
1555	Love's Labour's Lost
1556	Running on Empty
1557	Blood from the Mummy's Tomb
1558	Dead Zone
1559	Kingdom of Heaven
1560	Bully
1561	Bright Eyes
1562	Happiness
1563	Jaws
1564	Birth
1565	Stagecoach
1566	Jackass: The Movie
1567	Bridget Jones: The Edge of Reason
1568	Breakin' All the Rules
1569	Audition
1570	The Boys from Brazil
1571	Rio Grande
1572	Chain Reaction
1573	F/X
1574	Cabin Fever
1575	Chance
1576	Love Letters
1577	Elektra
1578	42nd Street
1579	Distance
1580	PT 109
1581	Heavy
1582	The War of the Worlds
1583	Breakfast at Tiffany's
1584	Charlie and the Chocolate Factory
1585	Riding the Bullet
1586	Jesus of Nazareth
1587	Cheaters
1588	Cops
1589	Star Trek VI: The Undiscovered Country
1590	The Black Cauldron
1591	Pigs Is Pigs
1592	Missing
1593	Revenge of the Nerds III: The Next Generation
1594	Rabbit-Proof Fence
1595	Idiot's Delight
1596	National Lampoon's Last Resort
1597	Shock
1598	Levity
1599	Problem Child
1600	Scream
1601	Made
1602	Three Comrades
1603	The Heartbreak Kid
1604	The Adventures of Robinson Crusoe
1605	Brazil
1606	The Searchers
1607	Blackadder: Back & Forth
1608	Demolition Man
1609	The Shaggy Dog
1610	Exiled: A Law & Order Movie
1611	Taking Lives
1612	New York Minute
1613	Curdled
1614	Leo
1615	Snatch
1616	Double Indemnity
1617	China O'Brien
1618	S.W.A.T.
1619	Sunrise
1620	The Order
1621	Gothic
1622	A Day at the Races
1623	Alexander's Ragtime Band
1624	Love and Kisses
1625	The Rules of Attraction
1626	The Keep
1627	Pete's Dragon
1628	Alien: Resurrection
1629	Heat
1630	Pirates of the Caribbean: The Curse of the Black Pearl
1631	The Funeral
1632	Guinevere
1633	Hair
1634	Ji¶nssonligans sti¶rsta kupp
1635	The Stepford Wives
1636	Quadrophenia
1637	Sisters
1638	Rabbit Test
1639	Magic
1640	Brother
1641	Lust for Life
1642	Antwone Fisher
1643	Barbarians at the Gate
1644	Schindler's List
1645	But I'm a Cheerleader
1646	Cheaper by the Dozen
1647	The Best Man
1648	Algiers
1649	Bongwater
1650	Vampires
1651	Fathers' Day
1652	Matilda
1653	Erin Brockovich
1654	Home Fries
1655	Teaching Mrs. Tingle
1656	Diamond Head
1657	The Pledge
1658	All the King's Men
1659	Morgan: A Suitable Case for Treatment
1660	Indochine
1661	The Crow: Salvation
1662	Turkish Delight
1663	Down to Earth
1664	Mortal Kombat: Annihilation
1665	Fat Albert
1666	Beyond the Sea
1667	Underworld: Evolution
1668	Star Wars Episode IV: A New Hope
1669	Phantom of the Opera
1670	Splash
1671	The Craft
1672	Street Fighter
1673	The Enforcer
1674	Shivers
1675	History Is Made at Night
1676	Santa's Slay
1677	Manhattan
1678	Trial
1679	sex, lies and videotape
1680	Silsila
1681	Top Gun
1682	Muriel's Wedding
1683	Hopscotch
1684	Dead Calm
1685	Twilight Zone: The Movie
1686	Jacob's Ladder
1687	Glitter
1688	Mickey's Christmas Carol
1689	The Bells of St. Mary's
1690	Road Trip
1691	Distant Voices, Still Lives
1692	Batman & Robin
1693	Bedazzled
1694	Candyman
1695	The Guru
1696	Reign of Fire
1697	Que i Isso, Companheiro?
1698	Twister
1699	Casualties of Love: The Long Island Lolita Story
1700	Testament
1701	Spartacus
1702	Good Boy!
1703	Child's Play 3
1704	The Devil's Holiday
1705	Monument Ave.
1706	Taegukgi
1707	Ghidorah, the Three-Headed Monster
1708	Puss in Boots
1709	Helter Skelter
1710	Mary of Scotland
1711	Freedomland
1712	L'avventura
1713	My Dog Skip
1714	His Majesty O'Keefe
1715	Herbie: Fully Loaded
1716	Â¡itame!
1717	Jagged Edge
1718	The Alamo
1719	Glen or Glenda?
1720	Cul-de-Sac
1721	Cellular
1722	Aftershock: Earthquake in New York
1723	Celine et Julie vont En Bateau
1724	Spider
1725	O Brother, Where Art Thou?
1726	Star Trek II: The Wrath of Khan
1727	Elizabeth
1728	Ghost Ship
1729	Mandingo
1730	Blueprint
1731	Hawmps!
1732	Marvin's Room
1733	Summer Wishes, Winter Dreams
1734	Peter Pan
1735	I heart Huckabees
1736	Mortal Kombat
1737	Normal
1738	The Pied Piper
1739	Bulldog Drummond's Secret Police
1740	Giant
1741	Bloodsport
1742	Police Academy
1743	Contact
1744	Rouge
1745	Battle of Britain
1746	Alice Doesn't Live Here Anymore
1747	Mackenna's Gold
1748	Cliffhanger
1749	Sin City
1750	Yojimbo
1751	Industrial Symphony No. 1
1752	Three Kings
1753	Adaptation
1754	Dodge City
1755	King of the Hill
1756	Pollock
1757	The Edge
1758	Primal Fear
1759	Cabaret
1760	Ran
1761	U-571
1762	D.O.A.
1763	Bill & Ted's Excellent Adventure
1764	London After Midnight
1765	Paper Moon
1766	Oliver & Company
1767	Polyester
1768	Evolution
1769	Name of the Rose
1770	The Story of G.I. Joe
1771	Cold Mountain
1772	Hey Arnold!: The Movie
1773	Pii±ero
1774	Lady Caroline Lamb
1775	Speak
1776	Sabotage
1777	Gloria
1778	The Getaway
1779	I'm All Right Jack
1780	The Big One
1781	Star Trek: The Motion Picture
1782	Zapata: El suei±o de un heroe
1783	My Best Friend's Birthday
1784	Lara Croft Tomb Raider: The Cradle of Life
1785	Fallen
1786	Pooh's Heffalump Movie
1787	Desperado
1788	Don't Knock the Rock
1789	Sherlock, Jr.
1790	Steamboat Bill Jr.
1791	Mystic River
1792	Shine
1793	Mrs. Parker and the Vicious Circle
1794	Silver Streak
1795	Stage Fright
1796	Batman: Mask of the Phantasm
1797	Strategic Air Command
1798	Jailhouse Rock
1799	Veronica Guerin
1800	Oh... Rosalinda!!
1801	The Raven
1802	S.O.B.
1803	Hostage
1804	Getting Any?
1805	That's Entertainment!
1806	Wishmaster
1807	Beaches
1808	Persona
1809	CKY
1810	Point Break
1811	Garden State
1812	Psycho
1813	Tommy
1814	Pitch
1815	Dr. Who and the Daleks
1816	Pandora's Box
1817	Swiss Family Robinson
1818	This Island Earth
1819	Zhou Yu's Train
1820	Kolberg
1821	Barbershop 2: Back in Business
1822	The Rutles
1823	The Dreamer of Oz: The L. Frank Baum Story
1824	The Civil War
1825	Â¡Three Amigos!
1826	Look Who's Talking
1827	Twisted
1828	French Kiss
1829	Lady Jane
1830	The Lodger: A Story of the London Fog
1831	Ulysses
1832	Star Trek: Insurrection
1833	Solaris
1834	Eulogy
1835	Airport
1836	Concrete
1837	Children of Dune
1838	St. Elmo's Fire
1839	Mannequin
1840	Network
1841	Balto
1842	Batman
1843	Puppet Master
1844	Snow White
1845	Roxanne
1846	Rope
1847	A Christmas Carol
1848	Lenny
1849	Robotech: The Shadow Chronicles
1850	Zenon: Girl of the 21st Century
1851	Winchester '73
1852	The Great Waltz
1853	Mad Max 2: The Road Warrior
1854	God's Army
1855	Patterns
1856	Dave
1857	My Boyfriend's Back
1858	Mr. Destiny
1859	10.5
1860	Anarchists
1861	Ice Age
1862	Fanboys
1863	The Beast from 20,000 Fathoms
1864	Ace Ventura: When Nature Calls
1865	Vampire Hunter D: Bloodlust
1866	The Hunchback of Notre Dame
1867	Urban Legend
1868	They Shoot Horses, Don't They?
1869	Dreamscape
1870	Once Upon a Crime...
1871	Genevieve
1872	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1873	Lawrence of Arabia
1874	Caravaggio
1875	Eraser
1876	Carlito's Way
1877	Runaway Train
1878	Bring It On
1879	Snake & Crane Arts of Shaolin
1880	The Libertine
1881	Mambo Italiano
1882	Forever Young
1883	Abraham Lincoln
1884	Around the World in 80 Days
1885	The Green Berets
1886	Dune
1887	Singles
1888	Now, Voyager
1889	Lucas
1890	The Adventures of Robin Hood
1891	Seduction: The Cruel Woman
1892	Fear
1893	The Draughtsman's Contract
1894	Diamonds
