Source	Target	Weight
1	2	27
1	3	12
1	10	1
1	11	4
1	12	2
1	13	1
1	14	1
1	15	2
1	4	3
1	17	7
1	8	4
1	6	1
1	18	1
1	19	1
1	20	2
1	23	1
1	24	1
1	25	2
1	26	1
1	28	1
1	29	1
1	30	1
1	31	3
1	32	1
2	4	3
4	5	1
4	8	3
4	2	4
4	6	3
4	16	1
6	4	8
7	8	1
8	4	2
9	4	1
15	4	2
21	22	1
27	4	2
